date,Anbau,isPartial
2018-01-07,38,False
2018-01-14,28,False
2018-01-21,19,False
2018-01-28,19,False
2018-02-04,38,False
2018-02-11,38,False
2018-02-18,67,False
2018-02-25,19,False
2018-03-04,38,False
2018-03-11,28,False
2018-03-18,38,False
2018-03-25,39,False
2018-04-01,30,False
2018-04-08,49,False
2018-04-15,30,False
2018-04-22,19,False
2018-04-29,59,False
2018-05-06,40,False
2018-05-13,56,False
2018-05-20,20,False
2018-05-27,100,False
2018-06-03,0,False
2018-06-10,36,False
2018-06-17,28,False
2018-06-24,18,False
2018-07-01,37,False
2018-07-08,28,False
2018-07-15,29,False
2018-07-22,0,False
2018-07-29,71,False
2018-08-05,59,False
2018-08-12,21,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,38,False
2018-09-09,38,False
2018-09-16,28,False
2018-09-23,19,False
2018-09-30,38,False
2018-10-07,29,False
2018-10-14,48,False
2018-10-21,29,False
2018-10-28,29,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,36,False
2018-11-25,18,False
2018-12-02,47,False
2018-12-09,0,False
2018-12-16,19,False
2018-12-23,0,False
2018-12-30,38,False
2019-01-06,34,False
2019-01-13,42,False
2019-01-20,0,False
2019-01-27,44,False
2019-02-03,34,False
2019-02-10,43,False
2019-02-17,27,False
2019-02-24,35,False
2019-03-03,26,False
2019-03-10,42,False
2019-03-17,27,False
2019-03-24,53,False
2019-03-31,18,False
2019-04-07,36,False
2019-04-14,58,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,17,False
2019-05-12,52,False
2019-05-19,17,False
2019-05-26,18,False
2019-06-02,18,False
2019-06-09,37,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,44,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,48,False
2019-08-04,40,False
2019-08-11,28,False
2019-08-18,45,False
2019-08-25,18,False
2019-09-01,18,False
2019-09-08,63,False
2019-09-15,38,False
2019-09-22,0,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,36,False
2019-10-20,18,False
2019-10-27,26,False
2019-11-03,34,False
2019-11-10,17,False
2019-11-17,70,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,61,False
2019-12-15,18,False
2019-12-22,20,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,63,False
2020-01-19,16,False
2020-01-26,32,False
2020-02-02,16,False
2020-02-09,16,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,35,False
2020-03-22,20,False
2020-03-29,13,False
2020-04-05,31,False
2020-04-12,51,False
2020-04-19,56,False
2020-04-26,43,False
2020-05-03,15,False
2020-05-10,58,False
2020-05-17,40,False
2020-05-24,44,False
2020-05-31,45,False
2020-06-07,31,False
2020-06-14,15,False
2020-06-21,0,False
2020-06-28,16,False
2020-07-05,16,False
