date,Anbau,isPartial
2018-01-07,59,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,30,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,44,False
2018-03-11,29,False
2018-03-18,30,False
2018-03-25,0,False
2018-04-01,33,False
2018-04-08,33,False
2018-04-15,100,False
2018-04-22,32,False
2018-04-29,32,False
2018-05-06,64,False
2018-05-13,62,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,30,False
2018-06-24,29,False
2018-07-01,42,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,26,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,56,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,32,False
2018-10-21,33,False
2018-10-28,30,False
2018-11-04,31,False
2018-11-11,47,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,33,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,28,False
2019-02-03,0,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,0,False
2019-03-31,30,False
2019-04-07,0,False
2019-04-14,63,False
2019-04-21,30,False
2019-04-28,29,False
2019-05-05,28,False
2019-05-12,28,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,28,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,24,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,24,False
2019-08-25,26,False
2019-09-01,26,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,0,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,25,False
2020-01-05,0,False
2020-01-12,47,False
2020-01-19,0,False
2020-01-26,24,False
2020-02-02,23,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,23,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,45,False
2020-03-22,41,False
2020-03-29,0,False
2020-04-05,24,False
2020-04-12,23,False
2020-04-19,44,False
2020-04-26,33,False
2020-05-03,23,False
2020-05-10,23,False
2020-05-17,24,False
2020-05-24,35,False
2020-05-31,0,False
2020-06-07,0,False
2020-06-14,43,False
2020-06-21,23,False
2020-06-28,0,False
2020-07-05,22,False
