date,Anbau,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,0,False
2018-01-28,56,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,55,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,29,False
2018-03-18,30,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,35,False
2018-04-15,0,False
2018-04-22,36,False
2018-04-29,37,False
2018-05-06,75,False
2018-05-13,71,False
2018-05-20,73,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,48,False
2018-07-08,0,False
2018-07-15,33,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,34,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,35,False
2018-10-21,73,False
2018-10-28,36,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,35,False
2018-12-02,34,False
2018-12-09,33,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,27,False
2019-01-13,28,False
2019-01-20,0,False
2019-01-27,82,False
2019-02-03,27,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,44,False
2019-03-24,31,False
2019-03-31,32,False
2019-04-07,0,False
2019-04-14,34,False
2019-04-21,33,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,33,False
2019-05-19,0,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,31,False
2019-06-16,31,False
2019-06-23,32,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,30,False
2019-07-28,28,False
2019-08-04,59,False
2019-08-11,57,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,58,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,27,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,56,False
2019-11-03,40,False
2019-11-10,0,False
2019-11-17,27,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,49,False
2019-12-29,55,False
2020-01-05,0,False
2020-01-12,44,False
2020-01-19,67,False
2020-01-26,32,False
2020-02-02,41,False
2020-02-09,21,False
2020-02-16,31,False
2020-02-23,38,False
2020-03-01,41,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,23,False
2020-04-05,26,False
2020-04-12,62,False
2020-04-19,48,False
2020-04-26,72,False
2020-05-03,0,False
2020-05-10,100,False
2020-05-17,0,False
2020-05-24,26,False
2020-05-31,52,False
2020-06-07,25,False
2020-06-14,24,False
2020-06-21,25,False
2020-06-28,36,False
2020-07-05,24,False
