date,Deko Hochzeit,isPartial
2018-01-07,43,False
2018-01-14,43,False
2018-01-21,21,False
2018-01-28,42,False
2018-02-04,44,False
2018-02-11,33,False
2018-02-18,44,False
2018-02-25,22,False
2018-03-04,11,False
2018-03-11,0,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,12,False
2018-04-08,23,False
2018-04-15,12,False
2018-04-22,11,False
2018-04-29,58,False
2018-05-06,35,False
2018-05-13,55,False
2018-05-20,12,False
2018-05-27,48,False
2018-06-03,44,False
2018-06-10,43,False
2018-06-17,43,False
2018-06-24,11,False
2018-07-01,64,False
2018-07-08,52,False
2018-07-15,53,False
2018-07-22,11,False
2018-07-29,33,False
2018-08-05,68,False
2018-08-12,48,False
2018-08-19,60,False
2018-08-26,35,False
2018-09-02,35,False
2018-09-09,55,False
2018-09-16,33,False
2018-09-23,23,False
2018-09-30,34,False
2018-10-07,44,False
2018-10-14,65,False
2018-10-21,11,False
2018-10-28,22,False
2018-11-04,42,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,32,False
2018-12-02,42,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,13,False
2018-12-30,46,False
2019-01-06,41,False
2019-01-13,20,False
2019-01-20,80,False
2019-01-27,50,False
2019-02-03,40,False
2019-02-10,20,False
2019-02-17,10,False
2019-02-24,10,False
2019-03-03,42,False
2019-03-10,41,False
2019-03-17,75,False
2019-03-24,21,False
2019-03-31,0,False
2019-04-07,74,False
2019-04-14,11,False
2019-04-21,56,False
2019-04-28,74,False
2019-05-05,100,False
2019-05-12,51,False
2019-05-19,61,False
2019-05-26,11,False
2019-06-02,0,False
2019-06-09,67,False
2019-06-16,44,False
2019-06-23,21,False
2019-06-30,41,False
2019-07-07,30,False
2019-07-14,42,False
2019-07-21,54,False
2019-07-28,32,False
2019-08-04,33,False
2019-08-11,34,False
2019-08-18,35,False
2019-08-25,22,False
2019-09-01,32,False
2019-09-08,42,False
2019-09-15,21,False
2019-09-22,20,False
2019-09-29,41,False
2019-10-06,20,False
2019-10-13,0,False
2019-10-20,49,False
2019-10-27,20,False
2019-11-03,29,False
2019-11-10,20,False
2019-11-17,29,False
2019-11-24,10,False
2019-12-01,59,False
2019-12-08,30,False
2019-12-15,21,False
2019-12-22,35,False
2019-12-29,32,False
2020-01-05,56,False
2020-01-12,37,False
2020-01-19,19,False
2020-01-26,84,False
2020-02-02,18,False
2020-02-09,27,False
2020-02-16,19,False
2020-02-23,19,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,8,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
