date,Deko Hochzeit,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,32,False
2018-01-28,48,False
2018-02-04,69,False
2018-02-11,33,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,47,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,34,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,34,False
2018-04-22,34,False
2018-04-29,34,False
2018-05-06,71,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,66,False
2018-06-03,34,False
2018-06-10,32,False
2018-06-17,32,False
2018-06-24,68,False
2018-07-01,34,False
2018-07-08,35,False
2018-07-15,37,False
2018-07-22,39,False
2018-07-29,0,False
2018-08-05,57,False
2018-08-12,38,False
2018-08-19,0,False
2018-08-26,34,False
2018-09-02,34,False
2018-09-09,33,False
2018-09-16,68,False
2018-09-23,34,False
2018-09-30,78,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,65,False
2018-11-25,49,False
2018-12-02,33,False
2018-12-09,34,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,76,False
2019-01-06,31,False
2019-01-13,84,False
2019-01-20,0,False
2019-01-27,25,False
2019-02-03,33,False
2019-02-10,32,False
2019-02-17,32,False
2019-02-24,0,False
2019-03-03,26,False
2019-03-10,32,False
2019-03-17,65,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,26,False
2019-04-14,37,False
2019-04-21,37,False
2019-04-28,27,False
2019-05-05,32,False
2019-05-12,0,False
2019-05-19,64,False
2019-05-26,34,False
2019-06-02,28,False
2019-06-09,33,False
2019-06-16,33,False
2019-06-23,34,False
2019-06-30,0,False
2019-07-07,100,False
2019-07-14,0,False
2019-07-21,35,False
2019-07-28,0,False
2019-08-04,33,False
2019-08-11,98,False
2019-08-18,0,False
2019-08-25,91,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,32,False
2019-09-22,32,False
2019-09-29,0,False
2019-10-06,32,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,28,False
2019-12-08,30,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,56,False
2020-01-12,73,False
2020-01-19,30,False
2020-01-26,30,False
2020-02-02,61,False
2020-02-09,26,False
2020-02-16,30,False
2020-02-23,0,False
2020-03-01,54,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,28,False
2020-04-05,29,False
2020-04-12,0,True
