date,Nutricionista,isPartial
2018-01-07,25,False
2018-01-14,49,False
2018-01-21,57,False
2018-01-28,25,False
2018-02-04,37,False
2018-02-11,25,False
2018-02-18,26,False
2018-02-25,25,False
2018-03-04,100,False
2018-03-11,37,False
2018-03-18,73,False
2018-03-25,23,False
2018-04-01,24,False
2018-04-08,24,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,37,False
2018-05-20,49,False
2018-05-27,0,False
2018-06-03,59,False
2018-06-10,34,False
2018-06-17,25,False
2018-06-24,49,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,32,False
2018-07-22,29,False
2018-07-29,0,False
2018-08-05,19,False
2018-08-12,30,False
2018-08-19,31,False
2018-08-26,22,False
2018-09-02,34,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,48,False
2018-09-30,25,False
2018-10-07,37,False
2018-10-14,24,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,48,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,33,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,28,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,33,False
2019-01-27,23,False
2019-02-03,48,False
2019-02-10,24,False
2019-02-17,49,False
2019-02-24,0,False
2019-03-03,32,False
2019-03-10,0,False
2019-03-17,24,False
2019-03-24,37,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,56,False
2019-04-28,24,False
2019-05-05,94,False
2019-05-12,0,False
2019-05-19,23,False
2019-05-26,34,False
2019-06-02,37,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,22,False
2019-07-07,21,False
2019-07-14,0,False
2019-07-21,20,False
2019-07-28,21,False
2019-08-04,19,False
2019-08-11,46,False
2019-08-18,37,False
2019-08-25,39,False
2019-09-01,21,False
2019-09-08,22,False
2019-09-15,55,False
2019-09-22,21,False
2019-09-29,29,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,36,False
2019-10-27,22,False
2019-11-03,0,False
2019-11-10,28,False
2019-11-17,28,False
2019-11-24,21,False
2019-12-01,21,False
2019-12-08,21,False
2019-12-15,31,False
2019-12-22,35,False
2019-12-29,33,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,20,False
2020-01-26,20,False
2020-02-02,27,False
2020-02-09,27,False
2020-02-16,0,False
2020-02-23,20,False
2020-03-01,26,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,17,False
2020-04-12,17,False
2020-04-19,16,False
2020-04-26,17,False
2020-05-03,22,False
2020-05-10,17,False
2020-05-17,21,True
