date,Nutricionista,isPartial
2018-01-07,53,False
2018-01-14,45,False
2018-01-21,22,False
2018-01-28,23,False
2018-02-04,45,False
2018-02-11,38,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,46,False
2018-03-11,22,False
2018-03-18,34,False
2018-03-25,50,False
2018-04-01,39,False
2018-04-08,37,False
2018-04-15,46,False
2018-04-22,32,False
2018-04-29,31,False
2018-05-06,34,False
2018-05-13,23,False
2018-05-20,30,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,33,False
2018-06-17,50,False
2018-06-24,100,False
2018-07-01,25,False
2018-07-08,24,False
2018-07-15,26,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,26,False
2018-08-12,67,False
2018-08-19,77,False
2018-08-26,25,False
2018-09-02,58,False
2018-09-09,59,False
2018-09-16,58,False
2018-09-23,23,False
2018-09-30,31,False
2018-10-07,32,False
2018-10-14,34,False
2018-10-21,35,False
2018-10-28,23,False
2018-11-04,55,False
2018-11-11,23,False
2018-11-18,33,False
2018-11-25,45,False
2018-12-02,24,False
2018-12-09,31,False
2018-12-16,23,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,32,False
2019-01-20,61,False
2019-01-27,32,False
2019-02-03,22,False
2019-02-10,45,False
2019-02-17,45,False
2019-02-24,37,False
2019-03-03,58,False
2019-03-10,61,False
2019-03-17,35,False
2019-03-24,63,False
2019-03-31,34,False
2019-04-07,35,False
2019-04-14,74,False
2019-04-21,34,False
2019-04-28,22,False
2019-05-05,56,False
2019-05-12,30,False
2019-05-19,45,False
2019-05-26,29,False
2019-06-02,64,False
2019-06-09,43,False
2019-06-16,71,False
2019-06-23,56,False
2019-06-30,25,False
2019-07-07,36,False
2019-07-14,50,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,35,False
2019-08-18,47,False
2019-08-25,45,False
2019-09-01,44,False
2019-09-08,37,False
2019-09-15,65,False
2019-09-22,66,False
2019-09-29,22,False
2019-10-06,57,False
2019-10-13,34,False
2019-10-20,35,False
2019-10-27,42,False
2019-11-03,20,False
2019-11-10,40,False
2019-11-17,71,False
2019-11-24,33,False
2019-12-01,21,False
2019-12-08,32,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,36,False
2020-01-05,34,False
2020-01-12,37,False
2020-01-19,43,False
2020-01-26,39,False
2020-02-02,29,False
2020-02-09,33,False
2020-02-16,19,False
2020-02-23,24,False
2020-03-01,45,False
2020-03-08,36,False
2020-03-15,17,False
2020-03-22,32,False
2020-03-29,24,False
2020-04-05,17,False
2020-04-12,32,False
2020-04-19,16,False
2020-04-26,16,False
2020-05-03,39,False
2020-05-10,24,False
2020-05-17,74,True
