date,nutricionista,isPartial
2018-01-07,23,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,48,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,36,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,66,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,23,False
2018-04-08,22,False
2018-04-15,47,False
2018-04-22,0,False
2018-04-29,48,False
2018-05-06,24,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,36,False
2018-06-03,23,False
2018-06-10,23,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,27,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,25,False
2018-08-26,37,False
2018-09-02,25,False
2018-09-09,100,False
2018-09-16,0,False
2018-09-23,24,False
2018-09-30,48,False
2018-10-07,0,False
2018-10-14,23,False
2018-10-21,24,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,23,False
2018-11-18,22,False
2018-11-25,24,False
2018-12-02,75,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,26,False
2018-12-30,26,False
2019-01-06,24,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,23,False
2019-02-17,47,False
2019-02-24,24,False
2019-03-03,36,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,34,False
2019-04-21,34,False
2019-04-28,71,False
2019-05-05,0,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,47,False
2019-06-02,23,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,50,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,38,False
2019-08-04,24,False
2019-08-11,0,False
2019-08-18,48,False
2019-08-25,35,False
2019-09-01,36,False
2019-09-08,73,False
2019-09-15,22,False
2019-09-22,34,False
2019-09-29,45,False
2019-10-06,22,False
2019-10-13,42,False
2019-10-20,33,False
2019-10-27,41,False
2019-11-03,41,False
2019-11-10,41,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,44,False
2019-12-29,56,False
2020-01-05,43,False
2020-01-12,28,False
2020-01-19,19,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,42,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,0,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,17,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,16,False
2020-04-26,17,False
2020-05-03,25,False
2020-05-10,33,False
2020-05-17,49,True
