date,Nutricionista,isPartial
2018-01-07,25,False
2018-01-14,52,False
2018-01-21,49,False
2018-01-28,25,False
2018-02-04,0,False
2018-02-11,34,False
2018-02-18,48,False
2018-02-25,33,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,0,False
2018-03-25,24,False
2018-04-01,46,False
2018-04-08,42,False
2018-04-15,22,False
2018-04-22,43,False
2018-04-29,20,False
2018-05-06,20,False
2018-05-13,0,False
2018-05-20,19,False
2018-05-27,28,False
2018-06-03,18,False
2018-06-10,23,False
2018-06-17,0,False
2018-06-24,18,False
2018-07-01,18,False
2018-07-08,17,False
2018-07-15,0,False
2018-07-22,17,False
2018-07-29,28,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,51,False
2018-08-26,17,False
2018-09-02,17,False
2018-09-09,17,False
2018-09-16,45,False
2018-09-23,18,False
2018-09-30,0,False
2018-10-07,32,False
2018-10-14,29,False
2018-10-21,21,False
2018-10-28,23,False
2018-11-04,47,False
2018-11-11,24,False
2018-11-18,35,False
2018-11-25,33,False
2018-12-02,53,False
2018-12-09,26,False
2018-12-16,40,False
2018-12-23,47,False
2018-12-30,30,False
2019-01-06,50,False
2019-01-13,25,False
2019-01-20,23,False
2019-01-27,24,False
2019-02-03,32,False
2019-02-10,32,False
2019-02-17,49,False
2019-02-24,38,False
2019-03-03,24,False
2019-03-10,32,False
2019-03-17,47,False
2019-03-24,23,False
2019-03-31,44,False
2019-04-07,21,False
2019-04-14,0,False
2019-04-21,34,False
2019-04-28,20,False
2019-05-05,100,False
2019-05-12,78,False
2019-05-19,31,False
2019-05-26,24,False
2019-06-02,35,False
2019-06-09,17,False
2019-06-16,26,False
2019-06-23,36,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,17,False
2019-07-21,33,False
2019-07-28,25,False
2019-08-04,27,False
2019-08-11,47,False
2019-08-18,48,False
2019-08-25,36,False
2019-09-01,16,False
2019-09-08,15,False
2019-09-15,16,False
2019-09-22,25,False
2019-09-29,23,False
2019-10-06,34,False
2019-10-13,34,False
2019-10-20,17,False
2019-10-27,30,False
2019-11-03,20,False
2019-11-10,30,False
2019-11-17,0,False
2019-11-24,63,False
2019-12-01,43,False
2019-12-08,30,False
2019-12-15,29,False
2019-12-22,38,False
2019-12-29,24,False
2020-01-05,29,False
2020-01-12,31,False
2020-01-19,30,False
2020-01-26,34,False
2020-02-02,41,False
2020-02-09,40,False
2020-02-16,49,False
2020-02-23,33,False
2020-03-01,31,False
2020-03-08,27,False
2020-03-15,34,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,16,False
2020-04-26,17,False
2020-05-03,33,False
2020-05-10,46,False
2020-05-17,21,True
