date,Nutricionista,isPartial
2018-01-07,39,False
2018-01-14,26,False
2018-01-21,76,False
2018-01-28,50,False
2018-02-04,38,False
2018-02-11,26,False
2018-02-18,38,False
2018-02-25,49,False
2018-03-04,0,False
2018-03-11,62,False
2018-03-18,27,False
2018-03-25,28,False
2018-04-01,53,False
2018-04-08,50,False
2018-04-15,75,False
2018-04-22,61,False
2018-04-29,39,False
2018-05-06,49,False
2018-05-13,52,False
2018-05-20,51,False
2018-05-27,38,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,26,False
2018-06-24,27,False
2018-07-01,41,False
2018-07-08,27,False
2018-07-15,56,False
2018-07-22,28,False
2018-07-29,28,False
2018-08-05,28,False
2018-08-12,43,False
2018-08-19,28,False
2018-08-26,27,False
2018-09-02,38,False
2018-09-09,24,False
2018-09-16,26,False
2018-09-23,37,False
2018-09-30,0,False
2018-10-07,39,False
2018-10-14,24,False
2018-10-21,25,False
2018-10-28,26,False
2018-11-04,25,False
2018-11-11,49,False
2018-11-18,23,False
2018-11-25,51,False
2018-12-02,54,False
2018-12-09,26,False
2018-12-16,79,False
2018-12-23,0,False
2018-12-30,59,False
2019-01-06,91,False
2019-01-13,25,False
2019-01-20,69,False
2019-01-27,0,False
2019-02-03,76,False
2019-02-10,0,False
2019-02-17,100,False
2019-02-24,50,False
2019-03-03,51,False
2019-03-10,0,False
2019-03-17,38,False
2019-03-24,0,False
2019-03-31,48,False
2019-04-07,52,False
2019-04-14,74,False
2019-04-21,0,False
2019-04-28,37,False
2019-05-05,38,False
2019-05-12,62,False
2019-05-19,24,False
2019-05-26,36,False
2019-06-02,47,False
2019-06-09,37,False
2019-06-16,100,False
2019-06-23,50,False
2019-06-30,25,False
2019-07-07,51,False
2019-07-14,26,False
2019-07-21,26,False
2019-07-28,41,False
2019-08-04,28,False
2019-08-11,56,False
2019-08-18,80,False
2019-08-25,37,False
2019-09-01,47,False
2019-09-08,33,False
2019-09-15,85,False
2019-09-22,24,False
2019-09-29,35,False
2019-10-06,23,False
2019-10-13,46,False
2019-10-20,33,False
2019-10-27,23,False
2019-11-03,55,False
2019-11-10,0,False
2019-11-17,33,False
2019-11-24,32,False
2019-12-01,22,False
2019-12-08,69,False
2019-12-15,0,False
2019-12-22,49,False
2019-12-29,24,False
2020-01-05,55,False
2020-01-12,60,False
2020-01-19,29,False
2020-01-26,64,False
2020-02-02,41,False
2020-02-09,84,False
2020-02-16,20,False
2020-02-23,59,False
2020-03-01,39,False
2020-03-08,0,False
2020-03-15,18,False
2020-03-22,16,False
2020-03-29,24,False
2020-04-05,45,False
2020-04-12,25,False
2020-04-19,49,False
2020-04-26,25,False
2020-05-03,25,False
2020-05-10,51,False
2020-05-17,20,True
