date,Moustiquaires,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,28,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,31,False
2018-04-22,29,False
2018-04-29,56,False
2018-05-06,59,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,57,False
2018-06-10,27,False
2018-06-17,43,False
2018-06-24,43,False
2018-07-01,42,False
2018-07-08,57,False
2018-07-15,30,False
2018-07-22,45,False
2018-07-29,61,False
2018-08-05,31,False
2018-08-12,0,False
2018-08-19,77,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,29,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,0,False
2018-11-04,28,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,54,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,55,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,27,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,0,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,38,False
2019-05-19,39,False
2019-05-26,27,False
2019-06-02,39,False
2019-06-09,50,False
2019-06-16,53,False
2019-06-23,62,False
2019-06-30,53,False
2019-07-07,39,False
2019-07-14,27,False
2019-07-21,54,False
2019-07-28,28,False
2019-08-04,37,False
2019-08-11,30,False
2019-08-18,30,False
2019-08-25,28,False
2019-09-01,0,False
2019-09-08,50,False
2019-09-15,34,False
2019-09-22,38,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,25,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,23,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,44,False
2020-02-23,22,False
2020-03-01,44,False
2020-03-08,22,False
2020-03-15,35,False
2020-03-22,20,False
2020-03-29,42,False
2020-04-05,41,False
2020-04-12,31,False
2020-04-19,28,False
2020-04-26,79,False
2020-05-03,100,False
2020-05-10,41,False
2020-05-17,70,True
