date,terapia de grupo,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,58,False
2018-01-28,57,False
2018-02-04,86,False
2018-02-11,30,False
2018-02-18,39,False
2018-02-25,42,False
2018-03-04,47,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,81,False
2018-04-01,59,False
2018-04-08,55,False
2018-04-15,48,False
2018-04-22,57,False
2018-04-29,44,False
2018-05-06,57,False
2018-05-13,29,False
2018-05-20,29,False
2018-05-27,57,False
2018-06-03,28,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,30,False
2018-07-08,29,False
2018-07-15,40,False
2018-07-22,46,False
2018-07-29,31,False
2018-08-05,30,False
2018-08-12,47,False
2018-08-19,31,False
2018-08-26,30,False
2018-09-02,72,False
2018-09-09,28,False
2018-09-16,47,False
2018-09-23,56,False
2018-09-30,57,False
2018-10-07,49,False
2018-10-14,84,False
2018-10-21,100,False
2018-10-28,29,False
2018-11-04,27,False
2018-11-11,28,False
2018-11-18,40,False
2018-11-25,37,False
2018-12-02,44,False
2018-12-09,48,False
2018-12-16,39,False
2018-12-23,89,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,27,False
2019-01-20,66,False
2019-01-27,66,False
2019-02-03,42,False
2019-02-10,65,False
2019-02-17,42,False
2019-02-24,46,False
2019-03-03,43,False
2019-03-10,43,False
2019-03-17,57,False
2019-03-24,86,False
2019-03-31,27,False
2019-04-07,64,False
2019-04-14,29,False
2019-04-21,42,False
2019-04-28,74,False
2019-05-05,0,False
2019-05-12,37,False
2019-05-19,27,False
2019-05-26,81,False
2019-06-02,27,False
2019-06-09,54,False
2019-06-16,28,False
2019-06-23,86,False
2019-06-30,29,False
2019-07-07,74,False
2019-07-14,86,False
2019-07-21,0,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,60,False
2019-08-18,59,False
2019-08-25,28,False
2019-09-01,62,False
2019-09-08,26,False
2019-09-15,65,False
2019-09-22,39,False
2019-09-29,39,False
2019-10-06,77,False
2019-10-13,88,False
2019-10-20,42,False
2019-10-27,51,False
2019-11-03,37,False
2019-11-10,50,False
2019-11-17,0,False
2019-11-24,73,False
2019-12-01,39,False
2019-12-08,44,False
2019-12-15,25,False
2019-12-22,28,False
2019-12-29,56,False
2020-01-05,51,False
2020-01-12,39,False
2020-01-19,24,False
2020-01-26,56,False
2020-02-02,37,False
2020-02-09,60,False
2020-02-16,32,False
2020-02-23,24,False
2020-03-01,69,False
2020-03-08,34,False
2020-03-15,45,False
2020-03-22,42,False
2020-03-29,42,False
2020-04-05,22,False
2020-04-12,28,False
2020-04-19,21,False
2020-04-26,42,False
2020-05-03,28,False
2020-05-10,21,False
2020-05-17,38,True
