date,Dach,isPartial
2018-01-07,21,False
2018-01-14,22,False
2018-01-21,44,False
2018-01-28,0,False
2018-02-04,67,False
2018-02-11,41,False
2018-02-18,41,False
2018-02-25,30,False
2018-03-04,21,False
2018-03-11,55,False
2018-03-18,24,False
2018-03-25,94,False
2018-04-01,24,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,0,False
2018-04-29,39,False
2018-05-06,26,False
2018-05-13,25,False
2018-05-20,53,False
2018-05-27,0,False
2018-06-03,38,False
2018-06-10,36,False
2018-06-17,51,False
2018-06-24,38,False
2018-07-01,61,False
2018-07-08,100,False
2018-07-15,77,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,38,False
2018-08-12,51,False
2018-08-19,25,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,72,False
2018-10-07,63,False
2018-10-14,27,False
2018-10-21,54,False
2018-10-28,0,False
2018-11-04,51,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,47,False
2018-12-09,75,False
2018-12-16,99,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,88,False
2019-01-13,32,False
2019-01-20,0,False
2019-01-27,42,False
2019-02-03,66,False
2019-02-10,45,False
2019-02-17,31,False
2019-02-24,32,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,47,False
2019-03-24,45,False
2019-03-31,60,False
2019-04-07,23,False
2019-04-14,50,False
2019-04-21,50,False
2019-04-28,96,False
2019-05-05,0,False
2019-05-12,61,False
2019-05-19,71,False
2019-05-26,37,False
2019-06-02,37,False
2019-06-09,57,False
2019-06-16,47,False
2019-06-23,77,False
2019-06-30,35,False
2019-07-07,80,False
2019-07-14,25,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,50,False
2019-08-11,36,False
2019-08-18,58,False
2019-08-25,71,False
2019-09-01,55,False
2019-09-08,23,False
2019-09-15,35,False
2019-09-22,23,False
2019-09-29,33,False
2019-10-06,34,False
2019-10-13,46,False
2019-10-20,34,False
2019-10-27,23,False
2019-11-03,33,False
2019-11-10,45,False
2019-11-17,45,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,55,False
2019-12-15,22,False
2019-12-22,43,False
2019-12-29,0,False
2020-01-05,50,False
2020-01-12,19,False
2020-01-19,19,False
2020-01-26,38,False
2020-02-02,74,False
2020-02-09,28,False
2020-02-16,92,False
2020-02-23,26,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,38,False
2020-03-22,35,False
2020-03-29,61,False
2020-04-05,39,False
2020-04-12,28,False
2020-04-19,55,False
2020-04-26,45,False
2020-05-03,38,False
2020-05-10,19,False
2020-05-17,31,False
2020-05-24,90,False
2020-05-31,58,False
2020-06-07,57,False
2020-06-14,19,False
2020-06-21,49,False
2020-06-28,57,False
2020-07-05,40,False
