date,Fenster,isPartial
2018-01-07,22,False
2018-01-14,36,False
2018-01-21,51,False
2018-01-28,43,False
2018-02-04,81,False
2018-02-11,62,False
2018-02-18,61,False
2018-02-25,53,False
2018-03-04,90,False
2018-03-11,94,False
2018-03-18,63,False
2018-03-25,78,False
2018-04-01,73,False
2018-04-08,33,False
2018-04-15,59,False
2018-04-22,67,False
2018-04-29,43,False
2018-05-06,34,False
2018-05-13,83,False
2018-05-20,78,False
2018-05-27,34,False
2018-06-03,59,False
2018-06-10,48,False
2018-06-17,51,False
2018-06-24,58,False
2018-07-01,48,False
2018-07-08,25,False
2018-07-15,34,False
2018-07-22,17,False
2018-07-29,72,False
2018-08-05,41,False
2018-08-12,34,False
2018-08-19,49,False
2018-08-26,73,False
2018-09-02,51,False
2018-09-09,34,False
2018-09-16,58,False
2018-09-23,60,False
2018-09-30,64,False
2018-10-07,50,False
2018-10-14,53,False
2018-10-21,88,False
2018-10-28,53,False
2018-11-04,92,False
2018-11-11,59,False
2018-11-18,89,False
2018-11-25,48,False
2018-12-02,54,False
2018-12-09,33,False
2018-12-16,41,False
2018-12-23,17,False
2018-12-30,61,False
2019-01-06,29,False
2019-01-13,35,False
2019-01-20,48,False
2019-01-27,55,False
2019-02-03,58,False
2019-02-10,44,False
2019-02-17,61,False
2019-02-24,42,False
2019-03-03,43,False
2019-03-10,57,False
2019-03-17,100,False
2019-03-24,45,False
2019-03-31,71,False
2019-04-07,76,False
2019-04-14,50,False
2019-04-21,57,False
2019-04-28,47,False
2019-05-05,30,False
2019-05-12,24,False
2019-05-19,39,False
2019-05-26,49,False
2019-06-02,49,False
2019-06-09,45,False
2019-06-16,70,False
2019-06-23,84,False
2019-06-30,78,False
2019-07-07,53,False
2019-07-14,66,False
2019-07-21,59,False
2019-07-28,33,False
2019-08-04,25,False
2019-08-11,39,False
2019-08-18,69,False
2019-08-25,16,False
2019-09-01,37,False
2019-09-08,53,False
2019-09-15,77,False
2019-09-22,45,False
2019-09-29,79,False
2019-10-06,38,False
2019-10-13,53,False
2019-10-20,23,False
2019-10-27,53,False
2019-11-03,58,False
2019-11-10,88,False
2019-11-17,60,False
2019-11-24,43,False
2019-12-01,59,False
2019-12-08,86,False
2019-12-15,43,False
2019-12-22,28,False
2019-12-29,60,False
2020-01-05,65,False
2020-01-12,38,False
2020-01-19,32,False
2020-01-26,75,False
2020-02-02,49,False
2020-02-09,50,False
2020-02-16,55,False
2020-02-23,58,False
2020-03-01,67,False
2020-03-08,12,False
2020-03-15,74,False
2020-03-22,74,False
2020-03-29,46,False
2020-04-05,65,False
2020-04-12,49,False
2020-04-19,36,False
2020-04-26,47,False
2020-05-03,68,False
2020-05-10,61,False
2020-05-17,81,False
2020-05-24,85,False
2020-05-31,58,False
2020-06-07,62,False
2020-06-14,18,False
2020-06-21,58,False
2020-06-28,56,False
2020-07-05,85,False
