date,Fenster,isPartial
2018-01-07,31,False
2018-01-14,81,False
2018-01-21,50,False
2018-01-28,76,False
2018-02-04,88,False
2018-02-11,39,False
2018-02-18,57,False
2018-02-25,19,False
2018-03-04,30,False
2018-03-11,61,False
2018-03-18,68,False
2018-03-25,54,False
2018-04-01,18,False
2018-04-08,61,False
2018-04-15,44,False
2018-04-22,62,False
2018-04-29,57,False
2018-05-06,26,False
2018-05-13,48,False
2018-05-20,19,False
2018-05-27,61,False
2018-06-03,54,False
2018-06-10,44,False
2018-06-17,16,False
2018-06-24,38,False
2018-07-01,53,False
2018-07-08,70,False
2018-07-15,38,False
2018-07-22,64,False
2018-07-29,66,False
2018-08-05,56,False
2018-08-12,55,False
2018-08-19,85,False
2018-08-26,44,False
2018-09-02,76,False
2018-09-09,47,False
2018-09-16,42,False
2018-09-23,53,False
2018-09-30,69,False
2018-10-07,37,False
2018-10-14,31,False
2018-10-21,81,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,49,False
2018-11-18,97,False
2018-11-25,55,False
2018-12-02,29,False
2018-12-09,40,False
2018-12-16,58,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,44,False
2019-01-13,30,False
2019-01-20,54,False
2019-01-27,44,False
2019-02-03,54,False
2019-02-10,30,False
2019-02-17,80,False
2019-02-24,86,False
2019-03-03,19,False
2019-03-10,76,False
2019-03-17,74,False
2019-03-24,33,False
2019-03-31,46,False
2019-04-07,84,False
2019-04-14,55,False
2019-04-21,67,False
2019-04-28,70,False
2019-05-05,40,False
2019-05-12,34,False
2019-05-19,89,False
2019-05-26,55,False
2019-06-02,84,False
2019-06-09,39,False
2019-06-16,27,False
2019-06-23,28,False
2019-06-30,53,False
2019-07-07,51,False
2019-07-14,64,False
2019-07-21,31,False
2019-07-28,20,False
2019-08-04,41,False
2019-08-11,45,False
2019-08-18,90,False
2019-08-25,42,False
2019-09-01,89,False
2019-09-08,96,False
2019-09-15,54,False
2019-09-22,63,False
2019-09-29,15,False
2019-10-06,52,False
2019-10-13,64,False
2019-10-20,48,False
2019-10-27,26,False
2019-11-03,37,False
2019-11-10,47,False
2019-11-17,47,False
2019-11-24,73,False
2019-12-01,79,False
2019-12-08,65,False
2019-12-15,70,False
2019-12-22,57,False
2019-12-29,43,False
2020-01-05,30,False
2020-01-12,42,False
2020-01-19,43,False
2020-01-26,29,False
2020-02-02,51,False
2020-02-09,58,False
2020-02-16,55,False
2020-02-23,75,False
2020-03-01,61,False
2020-03-08,56,False
2020-03-15,59,False
2020-03-22,100,False
2020-03-29,39,False
2020-04-05,51,False
2020-04-12,53,False
2020-04-19,93,False
2020-04-26,78,False
2020-05-03,62,False
2020-05-10,95,False
2020-05-17,62,False
2020-05-24,85,False
2020-05-31,77,False
2020-06-07,90,False
2020-06-14,62,False
2020-06-21,56,False
2020-06-28,40,False
2020-07-05,81,False
