date,formation en anglais,isPartial
2018-01-07,75,False
2018-01-14,56,False
2018-01-21,38,False
2018-01-28,38,False
2018-02-04,38,False
2018-02-11,0,False
2018-02-18,37,False
2018-02-25,49,False
2018-03-04,64,False
2018-03-11,38,False
2018-03-18,38,False
2018-03-25,77,False
2018-04-01,39,False
2018-04-08,0,False
2018-04-15,40,False
2018-04-22,40,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,37,False
2018-05-20,77,False
2018-05-27,38,False
2018-06-03,37,False
2018-06-10,36,False
2018-06-17,38,False
2018-06-24,0,False
2018-07-01,37,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,37,False
2018-07-29,37,False
2018-08-05,36,False
2018-08-12,37,False
2018-08-19,57,False
2018-08-26,38,False
2018-09-02,38,False
2018-09-09,39,False
2018-09-16,39,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,78,False
2018-10-14,41,False
2018-10-21,42,False
2018-10-28,39,False
2018-11-04,75,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,59,False
2018-12-02,61,False
2018-12-09,40,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,38,False
2019-01-27,37,False
2019-02-03,40,False
2019-02-10,61,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,39,False
2019-03-17,81,False
2019-03-24,100,False
2019-03-31,40,False
2019-04-07,40,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,75,False
2019-05-19,37,False
2019-05-26,37,False
2019-06-02,35,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,36,False
2019-06-30,0,False
2019-07-07,71,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,33,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,35,False
2019-09-15,35,False
2019-09-22,35,False
2019-09-29,36,False
2019-10-06,36,False
2019-10-13,35,False
2019-10-20,53,False
2019-10-27,35,False
2019-11-03,52,False
2019-11-10,0,False
2019-11-17,34,False
2019-11-24,34,False
2019-12-01,67,False
2019-12-08,51,False
2019-12-15,34,False
2019-12-22,38,False
2019-12-29,0,False
2020-01-05,33,False
2020-01-12,80,False
2020-01-19,65,False
2020-01-26,33,False
2020-02-02,33,False
2020-02-09,66,False
2020-02-16,33,False
2020-02-23,31,False
2020-03-01,41,False
2020-03-08,31,False
2020-03-15,28,False
2020-03-22,27,False
2020-03-29,27,False
2020-04-05,46,False
2020-04-12,56,False
2020-04-19,54,False
2020-04-26,26,False
2020-05-03,52,False
2020-05-10,40,False
2020-05-17,34,True
