date,Straßenbau,isPartial
2018-01-07,62,False
2018-01-14,41,False
2018-01-21,31,False
2018-01-28,47,False
2018-02-04,32,False
2018-02-11,47,False
2018-02-18,63,False
2018-02-25,47,False
2018-03-04,0,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,35,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,34,False
2018-04-29,35,False
2018-05-06,36,False
2018-05-13,34,False
2018-05-20,35,False
2018-05-27,33,False
2018-06-03,34,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,100,False
2018-07-01,34,False
2018-07-08,67,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,56,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,32,False
2018-08-26,33,False
2018-09-02,32,False
2018-09-09,66,False
2018-09-16,0,False
2018-09-23,32,False
2018-09-30,35,False
2018-10-07,68,False
2018-10-14,64,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,30,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,31,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,62,False
2019-01-06,28,False
2019-01-13,28,False
2019-01-20,37,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,30,False
2019-02-17,29,False
2019-02-24,44,False
2019-03-03,43,False
2019-03-10,28,False
2019-03-17,60,False
2019-03-24,59,False
2019-03-31,30,False
2019-04-07,44,False
2019-04-14,33,False
2019-04-21,0,False
2019-04-28,29,False
2019-05-05,28,False
2019-05-12,59,False
2019-05-19,58,False
2019-05-26,30,False
2019-06-02,59,False
2019-06-09,59,False
2019-06-16,29,False
2019-06-23,30,False
2019-06-30,0,False
2019-07-07,89,False
2019-07-14,47,False
2019-07-21,66,False
2019-07-28,0,False
2019-08-04,48,False
2019-08-11,30,False
2019-08-18,30,False
2019-08-25,39,False
2019-09-01,58,False
2019-09-08,44,False
2019-09-15,30,False
2019-09-22,56,False
2019-09-29,28,False
2019-10-06,29,False
2019-10-13,28,False
2019-10-20,54,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,27,False
2019-11-17,39,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,26,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,25,False
2020-01-12,37,False
2020-01-19,38,False
2020-01-26,33,False
2020-02-02,24,False
2020-02-09,90,False
2020-02-16,50,False
2020-02-23,37,False
2020-03-01,49,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,22,False
2020-03-29,0,False
2020-04-05,37,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,22,False
2020-05-03,0,False
2020-05-10,22,False
