date,Straßenbau,isPartial
2018-01-07,25,False
2018-01-14,53,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,42,False
2018-02-11,28,False
2018-02-18,45,False
2018-02-25,27,False
2018-03-04,52,False
2018-03-11,35,False
2018-03-18,54,False
2018-03-25,27,False
2018-04-01,26,False
2018-04-08,54,False
2018-04-15,44,False
2018-04-22,37,False
2018-04-29,0,False
2018-05-06,28,False
2018-05-13,28,False
2018-05-20,29,False
2018-05-27,27,False
2018-06-03,55,False
2018-06-10,50,False
2018-06-17,25,False
2018-06-24,39,False
2018-07-01,0,False
2018-07-08,44,False
2018-07-15,22,False
2018-07-22,21,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,60,False
2018-08-19,23,False
2018-08-26,0,False
2018-09-02,53,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,40,False
2018-09-30,0,False
2018-10-07,42,False
2018-10-14,26,False
2018-10-21,34,False
2018-10-28,51,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,40,False
2018-12-02,26,False
2018-12-09,0,False
2018-12-16,26,False
2018-12-23,26,False
2018-12-30,0,False
2019-01-06,48,False
2019-01-13,25,False
2019-01-20,49,False
2019-01-27,0,False
2019-02-03,52,False
2019-02-10,26,False
2019-02-17,50,False
2019-02-24,51,False
2019-03-03,24,False
2019-03-10,49,False
2019-03-17,38,False
2019-03-24,100,False
2019-03-31,44,False
2019-04-07,25,False
2019-04-14,40,False
2019-04-21,37,False
2019-04-28,24,False
2019-05-05,33,False
2019-05-12,37,False
2019-05-19,41,False
2019-05-26,0,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,24,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,46,False
2019-07-21,24,False
2019-07-28,56,False
2019-08-04,45,False
2019-08-11,44,False
2019-08-18,23,False
2019-08-25,31,False
2019-09-01,38,False
2019-09-08,23,False
2019-09-15,35,False
2019-09-22,24,False
2019-09-29,23,False
2019-10-06,35,False
2019-10-13,21,False
2019-10-20,22,False
2019-10-27,44,False
2019-11-03,32,False
2019-11-10,66,False
2019-11-17,22,False
2019-11-24,33,False
2019-12-01,23,False
2019-12-08,46,False
2019-12-15,23,False
2019-12-22,25,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,20,False
2020-01-19,21,False
2020-01-26,20,False
2020-02-02,28,False
2020-02-09,65,False
2020-02-16,29,False
2020-02-23,52,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,25,False
2020-03-29,18,False
2020-04-05,41,False
2020-04-12,20,False
2020-04-19,20,False
2020-04-26,29,False
2020-05-03,20,False
2020-05-10,39,False
