date,Straßenbau,isPartial
2018-01-07,50,False
2018-01-14,62,False
2018-01-21,62,False
2018-01-28,0,False
2018-02-04,25,False
2018-02-11,50,False
2018-02-18,50,False
2018-02-25,25,False
2018-03-04,37,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,50,False
2018-04-01,80,False
2018-04-08,66,False
2018-04-15,81,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,53,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,50,False
2018-06-03,25,False
2018-06-10,59,False
2018-06-17,47,False
2018-06-24,37,False
2018-07-01,49,False
2018-07-08,36,False
2018-07-15,77,False
2018-07-22,50,False
2018-07-29,24,False
2018-08-05,35,False
2018-08-12,0,False
2018-08-19,60,False
2018-08-26,24,False
2018-09-02,37,False
2018-09-09,60,False
2018-09-16,49,False
2018-09-23,37,False
2018-09-30,25,False
2018-10-07,53,False
2018-10-14,77,False
2018-10-21,60,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,37,False
2018-11-18,23,False
2018-11-25,48,False
2018-12-02,0,False
2018-12-09,49,False
2018-12-16,25,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,46,False
2019-01-13,69,False
2019-01-20,46,False
2019-01-27,23,False
2019-02-03,34,False
2019-02-10,24,False
2019-02-17,23,False
2019-02-24,24,False
2019-03-03,57,False
2019-03-10,34,False
2019-03-17,35,False
2019-03-24,24,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,24,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,59,False
2019-05-19,69,False
2019-05-26,23,False
2019-06-02,68,False
2019-06-09,22,False
2019-06-16,23,False
2019-06-23,23,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,34,False
2019-07-21,59,False
2019-07-28,33,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,22,False
2019-08-25,33,False
2019-09-01,21,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,33,False
2019-09-29,32,False
2019-10-06,0,False
2019-10-13,54,False
2019-10-20,21,False
2019-10-27,21,False
2019-11-03,21,False
2019-11-10,43,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,43,False
2019-12-08,21,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,41,False
2020-01-26,41,False
2020-02-02,51,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,100,False
2020-03-01,30,False
2020-03-08,37,False
2020-03-15,53,False
2020-03-22,0,False
2020-03-29,26,False
2020-04-05,19,False
2020-04-12,37,False
2020-04-19,27,False
2020-04-26,52,False
2020-05-03,63,False
2020-05-10,18,False
