date,ricette dolci,isPartial
2018-01-07,16,False
2018-01-14,47,False
2018-01-21,31,False
2018-01-28,47,False
2018-02-04,30,False
2018-02-11,15,False
2018-02-18,23,False
2018-02-25,51,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,32,False
2018-03-25,23,False
2018-04-01,16,False
2018-04-08,30,False
2018-04-15,16,False
2018-04-22,16,False
2018-04-29,30,False
2018-05-06,38,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,31,False
2018-06-03,61,False
2018-06-10,43,False
2018-06-17,31,False
2018-06-24,30,False
2018-07-01,29,False
2018-07-08,58,False
2018-07-15,14,False
2018-07-22,29,False
2018-07-29,43,False
2018-08-05,43,False
2018-08-12,14,False
2018-08-19,29,False
2018-08-26,22,False
2018-09-02,23,False
2018-09-09,0,False
2018-09-16,45,False
2018-09-23,46,False
2018-09-30,15,False
2018-10-07,16,False
2018-10-14,25,False
2018-10-21,16,False
2018-10-28,68,False
2018-11-04,22,False
2018-11-11,65,False
2018-11-18,71,False
2018-11-25,40,False
2018-12-02,0,False
2018-12-09,25,False
2018-12-16,42,False
2018-12-23,27,False
2018-12-30,17,False
2019-01-06,32,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,42,False
2019-02-03,0,False
2019-02-10,15,False
2019-02-17,15,False
2019-02-24,38,False
2019-03-03,22,False
2019-03-10,44,False
2019-03-17,30,False
2019-03-24,0,False
2019-03-31,44,False
2019-04-07,15,False
2019-04-14,30,False
2019-04-21,20,False
2019-04-28,21,False
2019-05-05,14,False
2019-05-12,0,False
2019-05-19,28,False
2019-05-26,0,False
2019-06-02,15,False
2019-06-09,0,False
2019-06-16,14,False
2019-06-23,0,False
2019-06-30,42,False
2019-07-07,14,False
2019-07-14,20,False
2019-07-21,14,False
2019-07-28,14,False
2019-08-04,13,False
2019-08-11,13,False
2019-08-18,26,False
2019-08-25,26,False
2019-09-01,13,False
2019-09-08,21,False
2019-09-15,14,False
2019-09-22,13,False
2019-09-29,20,False
2019-10-06,14,False
2019-10-13,46,False
2019-10-20,13,False
2019-10-27,46,False
2019-11-03,13,False
2019-11-10,40,False
2019-11-17,26,False
2019-11-24,26,False
2019-12-01,13,False
2019-12-08,28,False
2019-12-15,21,False
2019-12-22,17,False
2019-12-29,22,False
2020-01-05,14,False
2020-01-12,26,False
2020-01-19,41,False
2020-01-26,40,False
2020-02-02,20,False
2020-02-09,14,False
2020-02-16,27,False
2020-02-23,37,False
2020-03-01,31,False
2020-03-08,35,False
2020-03-15,71,False
2020-03-22,100,False
2020-03-29,34,False
2020-04-05,94,False
2020-04-12,54,False
2020-04-19,73,False
2020-04-26,49,True
