date,ricette dolci,isPartial
2018-01-07,19,False
2018-01-14,37,False
2018-01-21,37,False
2018-01-28,30,False
2018-02-04,60,False
2018-02-11,31,False
2018-02-18,23,False
2018-02-25,63,False
2018-03-04,61,False
2018-03-11,30,False
2018-03-18,30,False
2018-03-25,52,False
2018-04-01,0,False
2018-04-08,31,False
2018-04-15,39,False
2018-04-22,13,False
2018-04-29,19,False
2018-05-06,25,False
2018-05-13,25,False
2018-05-20,19,False
2018-05-27,19,False
2018-06-03,12,False
2018-06-10,30,False
2018-06-17,18,False
2018-06-24,12,False
2018-07-01,36,False
2018-07-08,18,False
2018-07-15,12,False
2018-07-22,12,False
2018-07-29,12,False
2018-08-05,25,False
2018-08-12,18,False
2018-08-19,25,False
2018-08-26,28,False
2018-09-02,24,False
2018-09-09,18,False
2018-09-16,12,False
2018-09-23,37,False
2018-09-30,19,False
2018-10-07,32,False
2018-10-14,26,False
2018-10-21,38,False
2018-10-28,50,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,12,False
2018-11-25,37,False
2018-12-02,26,False
2018-12-09,18,False
2018-12-16,31,False
2018-12-23,35,False
2018-12-30,26,False
2019-01-06,47,False
2019-01-13,34,False
2019-01-20,50,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,11,False
2019-02-17,11,False
2019-02-24,34,False
2019-03-03,17,False
2019-03-10,11,False
2019-03-17,29,False
2019-03-24,23,False
2019-03-31,23,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,24,False
2019-04-28,17,False
2019-05-05,33,False
2019-05-12,32,False
2019-05-19,43,False
2019-05-26,10,False
2019-06-02,12,False
2019-06-09,23,False
2019-06-16,12,False
2019-06-23,23,False
2019-06-30,29,False
2019-07-07,32,False
2019-07-14,23,False
2019-07-21,17,False
2019-07-28,22,False
2019-08-04,40,False
2019-08-11,46,False
2019-08-18,32,False
2019-08-25,15,False
2019-09-01,10,False
2019-09-08,33,False
2019-09-15,32,False
2019-09-22,32,False
2019-09-29,21,False
2019-10-06,33,False
2019-10-13,38,False
2019-10-20,21,False
2019-10-27,42,False
2019-11-03,20,False
2019-11-10,21,False
2019-11-17,26,False
2019-11-24,46,False
2019-12-01,21,False
2019-12-08,38,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,47,False
2020-01-05,10,False
2020-01-12,24,False
2020-01-19,20,False
2020-01-26,10,False
2020-02-02,15,False
2020-02-09,25,False
2020-02-16,20,False
2020-02-23,36,False
2020-03-01,36,False
2020-03-08,62,False
2020-03-15,100,False
2020-03-22,72,False
2020-03-29,58,False
2020-04-05,66,False
2020-04-12,31,False
2020-04-19,70,False
2020-04-26,50,True
