date,ricette dolci,isPartial
2018-01-07,27,False
2018-01-14,21,False
2018-01-21,27,False
2018-01-28,11,False
2018-02-04,37,False
2018-02-11,20,False
2018-02-18,35,False
2018-02-25,29,False
2018-03-04,22,False
2018-03-11,27,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,24,False
2018-04-08,23,False
2018-04-15,23,False
2018-04-22,20,False
2018-04-29,8,False
2018-05-06,11,False
2018-05-13,14,False
2018-05-20,14,False
2018-05-27,12,False
2018-06-03,17,False
2018-06-10,5,False
2018-06-17,16,False
2018-06-24,11,False
2018-07-01,6,False
2018-07-08,14,False
2018-07-15,14,False
2018-07-22,9,False
2018-07-29,15,False
2018-08-05,6,False
2018-08-12,10,False
2018-08-19,10,False
2018-08-26,15,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,8,False
2018-09-23,11,False
2018-09-30,19,False
2018-10-07,20,False
2018-10-14,20,False
2018-10-21,11,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,27,False
2018-11-18,34,False
2018-11-25,17,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,15,False
2018-12-23,12,False
2018-12-30,9,False
2019-01-06,28,False
2019-01-13,5,False
2019-01-20,26,False
2019-01-27,24,False
2019-02-03,21,False
2019-02-10,19,False
2019-02-17,19,False
2019-02-24,32,False
2019-03-03,22,False
2019-03-10,24,False
2019-03-17,6,False
2019-03-24,25,False
2019-03-31,16,False
2019-04-07,8,False
2019-04-14,17,False
2019-04-21,9,False
2019-04-28,11,False
2019-05-05,16,False
2019-05-12,11,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,8,False
2019-06-09,17,False
2019-06-16,9,False
2019-06-23,6,False
2019-06-30,12,False
2019-07-07,9,False
2019-07-14,6,False
2019-07-21,9,False
2019-07-28,12,False
2019-08-04,6,False
2019-08-11,10,False
2019-08-18,12,False
2019-08-25,17,False
2019-09-01,13,False
2019-09-08,16,False
2019-09-15,18,False
2019-09-22,5,False
2019-09-29,25,False
2019-10-06,13,False
2019-10-13,19,False
2019-10-20,20,False
2019-10-27,10,False
2019-11-03,14,False
2019-11-10,15,False
2019-11-17,27,False
2019-11-24,15,False
2019-12-01,29,False
2019-12-08,16,False
2019-12-15,13,False
2019-12-22,3,False
2019-12-29,11,False
2020-01-05,15,False
2020-01-12,7,False
2020-01-19,15,False
2020-01-26,15,False
2020-02-02,26,False
2020-02-09,28,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,30,False
2020-03-08,47,False
2020-03-15,69,False
2020-03-22,100,False
2020-03-29,74,False
2020-04-05,37,False
2020-04-12,41,False
2020-04-19,54,False
2020-04-26,55,True
