date,ricette dolci,isPartial
2018-01-07,17,False
2018-01-14,17,False
2018-01-21,17,False
2018-01-28,48,False
2018-02-04,0,False
2018-02-11,34,False
2018-02-18,32,False
2018-02-25,16,False
2018-03-04,0,False
2018-03-11,32,False
2018-03-18,16,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,17,False
2018-04-22,52,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,48,False
2018-05-20,16,False
2018-05-27,17,False
2018-06-03,0,False
2018-06-10,16,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,16,False
2018-07-08,0,False
2018-07-15,33,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,17,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,0,False
2018-09-16,16,False
2018-09-23,33,False
2018-09-30,100,False
2018-10-07,17,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,49,False
2018-11-04,32,False
2018-11-11,34,False
2018-11-18,16,False
2018-11-25,50,False
2018-12-02,34,False
2018-12-09,34,False
2018-12-16,16,False
2018-12-23,18,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,0,False
2019-01-27,14,False
2019-02-03,0,False
2019-02-10,14,False
2019-02-17,44,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,15,False
2019-03-17,0,False
2019-03-24,15,False
2019-03-31,0,False
2019-04-07,14,False
2019-04-14,15,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,14,False
2019-05-19,14,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,15,False
2019-06-16,15,False
2019-06-23,0,False
2019-06-30,15,False
2019-07-07,14,False
2019-07-14,30,False
2019-07-21,16,False
2019-07-28,16,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,28,False
2019-09-08,14,False
2019-09-15,14,False
2019-09-22,26,False
2019-09-29,13,False
2019-10-06,0,False
2019-10-13,14,False
2019-10-20,27,False
2019-10-27,54,False
2019-11-03,13,False
2019-11-10,13,False
2019-11-17,13,False
2019-11-24,13,False
2019-12-01,27,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,48,False
2020-01-05,29,False
2020-01-12,39,False
2020-01-19,26,False
2020-01-26,13,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,38,False
2020-02-23,12,False
2020-03-01,47,False
2020-03-08,79,False
2020-03-15,12,False
2020-03-22,21,False
2020-03-29,91,False
2020-04-05,58,False
2020-04-12,23,False
2020-04-19,11,False
2020-04-26,57,True
