date,ricette dolci,isPartial
2018-01-07,62,False
2018-01-14,11,False
2018-01-21,45,False
2018-01-28,23,False
2018-02-04,33,False
2018-02-11,22,False
2018-02-18,38,False
2018-02-25,21,False
2018-03-04,33,False
2018-03-11,22,False
2018-03-18,22,False
2018-03-25,41,False
2018-04-01,30,False
2018-04-08,17,False
2018-04-15,23,False
2018-04-22,6,False
2018-04-29,17,False
2018-05-06,23,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,30,False
2018-06-03,29,False
2018-06-10,16,False
2018-06-17,22,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,16,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,10,False
2018-08-19,24,False
2018-08-26,20,False
2018-09-02,16,False
2018-09-09,33,False
2018-09-16,39,False
2018-09-23,34,False
2018-09-30,33,False
2018-10-07,18,False
2018-10-14,35,False
2018-10-21,17,False
2018-10-28,46,False
2018-11-04,34,False
2018-11-11,29,False
2018-11-18,6,False
2018-11-25,28,False
2018-12-02,30,False
2018-12-09,17,False
2018-12-16,6,False
2018-12-23,12,False
2018-12-30,0,False
2019-01-06,11,False
2019-01-13,16,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,45,False
2019-02-10,46,False
2019-02-17,37,False
2019-02-24,26,False
2019-03-03,27,False
2019-03-10,26,False
2019-03-17,11,False
2019-03-24,16,False
2019-03-31,11,False
2019-04-07,16,False
2019-04-14,22,False
2019-04-21,33,False
2019-04-28,25,False
2019-05-05,21,False
2019-05-12,10,False
2019-05-19,15,False
2019-05-26,19,False
2019-06-02,11,False
2019-06-09,22,False
2019-06-16,21,False
2019-06-23,16,False
2019-06-30,5,False
2019-07-07,15,False
2019-07-14,16,False
2019-07-21,0,False
2019-07-28,10,False
2019-08-04,5,False
2019-08-11,10,False
2019-08-18,10,False
2019-08-25,15,False
2019-09-01,19,False
2019-09-08,29,False
2019-09-15,24,False
2019-09-22,19,False
2019-09-29,20,False
2019-10-06,25,False
2019-10-13,25,False
2019-10-20,35,False
2019-10-27,35,False
2019-11-03,5,False
2019-11-10,19,False
2019-11-17,35,False
2019-11-24,33,False
2019-12-01,15,False
2019-12-08,30,False
2019-12-15,25,False
2019-12-22,10,False
2019-12-29,26,False
2020-01-05,10,False
2020-01-12,41,False
2020-01-19,5,False
2020-01-26,5,False
2020-02-02,22,False
2020-02-09,37,False
2020-02-16,9,False
2020-02-23,49,False
2020-03-01,44,False
2020-03-08,69,False
2020-03-15,71,False
2020-03-22,100,False
2020-03-29,71,False
2020-04-05,68,False
2020-04-12,44,False
2020-04-19,30,False
2020-04-26,40,True
