date,piscine chauffée,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,41,False
2018-01-28,47,False
2018-02-04,0,False
2018-02-11,62,False
2018-02-18,0,False
2018-02-25,48,False
2018-03-04,100,False
2018-03-11,0,False
2018-03-18,65,False
2018-03-25,32,False
2018-04-01,96,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,32,False
2018-04-29,34,False
2018-05-06,35,False
2018-05-13,49,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,31,False
2018-06-10,61,False
2018-06-17,32,False
2018-06-24,32,False
2018-07-01,31,False
2018-07-08,33,False
2018-07-15,35,False
2018-07-22,34,False
2018-07-29,34,False
2018-08-05,35,False
2018-08-12,70,False
2018-08-19,34,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,33,False
2018-09-16,0,False
2018-09-23,49,False
2018-09-30,66,False
2018-10-07,33,False
2018-10-14,68,False
2018-10-21,34,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,0,False
2018-11-25,29,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,63,False
2018-12-23,0,False
2018-12-30,49,False
2019-01-06,0,False
2019-01-13,40,False
2019-01-20,30,False
2019-01-27,30,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,31,False
2019-03-03,74,False
2019-03-10,41,False
2019-03-17,65,False
2019-03-24,31,False
2019-03-31,53,False
2019-04-07,45,False
2019-04-14,34,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,65,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,94,False
2019-08-18,32,False
2019-08-25,61,False
2019-09-01,45,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,43,False
2019-09-29,43,False
2019-10-06,29,False
2019-10-13,29,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,28,False
2019-11-10,42,False
2019-11-17,28,False
2019-11-24,81,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,89,False
2020-01-05,41,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,53,False
2020-02-02,40,False
2020-02-09,71,False
2020-02-16,55,False
2020-02-23,27,False
2020-03-01,52,False
2020-03-08,0,False
2020-03-15,23,False
2020-03-22,22,False
2020-03-29,0,False
2020-04-05,22,False
2020-04-12,0,False
2020-04-19,22,False
2020-04-26,42,False
2020-05-03,21,False
2020-05-10,24,False
2020-05-17,26,False
2020-05-24,24,False
2020-05-31,24,False
2020-06-07,0,False
2020-06-14,0,False
2020-06-21,89,True
