date,piscine chauffée,isPartial
2018-01-07,62,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,32,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,76,False
2018-03-04,32,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,48,False
2018-04-01,65,False
2018-04-08,61,False
2018-04-15,99,False
2018-04-22,0,False
2018-04-29,63,False
2018-05-06,31,False
2018-05-13,93,False
2018-05-20,32,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,63,False
2018-07-29,31,False
2018-08-05,0,False
2018-08-12,30,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,64,False
2018-09-09,32,False
2018-09-16,48,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,49,False
2018-10-14,34,False
2018-10-21,34,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,33,False
2018-12-09,33,False
2018-12-16,35,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,67,False
2019-01-13,33,False
2019-01-20,32,False
2019-01-27,93,False
2019-02-03,32,False
2019-02-10,34,False
2019-02-17,0,False
2019-02-24,49,False
2019-03-03,0,False
2019-03-10,65,False
2019-03-17,66,False
2019-03-24,100,False
2019-03-31,32,False
2019-04-07,66,False
2019-04-14,33,False
2019-04-21,31,False
2019-04-28,63,False
2019-05-05,94,False
2019-05-12,63,False
2019-05-19,62,False
2019-05-26,46,False
2019-06-02,29,False
2019-06-09,58,False
2019-06-16,0,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,61,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,27,False
2019-08-18,25,False
2019-08-25,27,False
2019-09-01,58,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,29,False
2019-10-06,30,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,44,False
2019-11-03,72,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,56,False
2019-12-01,28,False
2019-12-08,57,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,28,False
2020-01-12,0,False
2020-01-19,27,False
2020-01-26,41,False
2020-02-02,55,False
2020-02-09,54,False
2020-02-16,81,False
2020-02-23,0,False
2020-03-01,25,False
2020-03-08,26,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,22,False
2020-05-10,0,False
2020-05-17,61,False
2020-05-24,24,False
2020-05-31,23,False
2020-06-07,46,False
2020-06-14,0,False
2020-06-21,0,True
