date,piscine chauffée,isPartial
2018-01-07,29,False
2018-01-14,43,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,57,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,29,False
2018-03-04,0,False
2018-03-11,58,False
2018-03-18,30,False
2018-03-25,39,False
2018-04-01,29,False
2018-04-08,0,False
2018-04-15,61,False
2018-04-22,73,False
2018-04-29,62,False
2018-05-06,31,False
2018-05-13,31,False
2018-05-20,31,False
2018-05-27,29,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,30,False
2018-06-24,30,False
2018-07-01,58,False
2018-07-08,30,False
2018-07-15,31,False
2018-07-22,30,False
2018-07-29,30,False
2018-08-05,44,False
2018-08-12,57,False
2018-08-19,30,False
2018-08-26,58,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,29,False
2018-09-23,30,False
2018-09-30,30,False
2018-10-07,61,False
2018-10-14,31,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,58,False
2018-12-02,29,False
2018-12-09,0,False
2018-12-16,30,False
2018-12-23,49,False
2018-12-30,31,False
2019-01-06,29,False
2019-01-13,29,False
2019-01-20,29,False
2019-01-27,28,False
2019-02-03,29,False
2019-02-10,31,False
2019-02-17,30,False
2019-02-24,29,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,45,False
2019-03-24,46,False
2019-03-31,59,False
2019-04-07,77,False
2019-04-14,30,False
2019-04-21,29,False
2019-04-28,28,False
2019-05-05,42,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,39,False
2019-06-02,27,False
2019-06-09,0,False
2019-06-16,58,False
2019-06-23,0,False
2019-06-30,43,False
2019-07-07,29,False
2019-07-14,84,False
2019-07-21,29,False
2019-07-28,0,False
2019-08-04,54,False
2019-08-11,39,False
2019-08-18,56,False
2019-08-25,27,False
2019-09-01,27,False
2019-09-08,27,False
2019-09-15,41,False
2019-09-22,26,False
2019-09-29,27,False
2019-10-06,27,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,25,False
2019-11-03,0,False
2019-11-10,52,False
2019-11-17,26,False
2019-11-24,25,False
2019-12-01,25,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,24,False
2020-01-19,26,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,24,False
2020-02-16,25,False
2020-02-23,36,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,41,False
2020-03-22,20,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,31,False
2020-04-26,19,False
2020-05-03,39,False
2020-05-10,21,False
2020-05-17,34,False
2020-05-24,37,False
2020-05-31,32,False
2020-06-07,28,False
2020-06-14,22,False
2020-06-21,100,True
