date,colore capelli,isPartial
2018-01-07,40,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,13,False
2018-02-04,13,False
2018-02-11,13,False
2018-02-18,50,False
2018-02-25,89,False
2018-03-04,39,False
2018-03-11,40,False
2018-03-18,40,False
2018-03-25,97,False
2018-04-01,0,False
2018-04-08,27,False
2018-04-15,14,False
2018-04-22,28,False
2018-04-29,57,False
2018-05-06,27,False
2018-05-13,41,False
2018-05-20,27,False
2018-05-27,14,False
2018-06-03,56,False
2018-06-10,52,False
2018-06-17,13,False
2018-06-24,26,False
2018-07-01,55,False
2018-07-08,26,False
2018-07-15,0,False
2018-07-22,37,False
2018-07-29,12,False
2018-08-05,11,False
2018-08-12,57,False
2018-08-19,28,False
2018-08-26,45,False
2018-09-02,0,False
2018-09-09,57,False
2018-09-16,72,False
2018-09-23,14,False
2018-09-30,13,False
2018-10-07,100,False
2018-10-14,42,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,14,False
2018-11-18,57,False
2018-11-25,14,False
2018-12-02,59,False
2018-12-09,57,False
2018-12-16,45,False
2018-12-23,61,False
2018-12-30,28,False
2019-01-06,41,False
2019-01-13,42,False
2019-01-20,26,False
2019-01-27,52,False
2019-02-03,66,False
2019-02-10,40,False
2019-02-17,68,False
2019-02-24,40,False
2019-03-03,14,False
2019-03-10,27,False
2019-03-17,56,False
2019-03-24,28,False
2019-03-31,14,False
2019-04-07,42,False
2019-04-14,15,False
2019-04-21,29,False
2019-04-28,55,False
2019-05-05,56,False
2019-05-12,27,False
2019-05-19,14,False
2019-05-26,39,False
2019-06-02,28,False
2019-06-09,44,False
2019-06-16,56,False
2019-06-23,14,False
2019-06-30,14,False
2019-07-07,27,False
2019-07-14,13,False
2019-07-21,27,False
2019-07-28,38,False
2019-08-04,23,False
2019-08-11,45,False
2019-08-18,22,False
2019-08-25,33,False
2019-09-01,61,False
2019-09-08,28,False
2019-09-15,14,False
2019-09-22,55,False
2019-09-29,28,False
2019-10-06,42,False
2019-10-13,88,False
2019-10-20,28,False
2019-10-27,43,False
2019-11-03,14,False
2019-11-10,0,False
2019-11-17,14,False
2019-11-24,54,False
2019-12-01,28,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,14,False
2019-12-29,42,False
2020-01-05,27,False
2020-01-12,38,False
2020-01-19,52,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,0,False
2020-02-16,26,False
2020-02-23,72,False
2020-03-01,60,False
2020-03-08,11,False
2020-03-15,21,False
2020-03-22,19,False
2020-03-29,50,False
2020-04-05,42,False
2020-04-12,33,False
2020-04-19,50,False
2020-04-26,0,True
