date,colore capelli,isPartial
2018-01-07,38,False
2018-01-14,25,False
2018-01-21,38,False
2018-01-28,72,False
2018-02-04,50,False
2018-02-11,25,False
2018-02-18,36,False
2018-02-25,48,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,25,False
2018-03-25,63,False
2018-04-01,40,False
2018-04-08,24,False
2018-04-15,77,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,24,False
2018-05-20,0,False
2018-05-27,75,False
2018-06-03,49,False
2018-06-10,35,False
2018-06-17,25,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,38,False
2018-08-12,68,False
2018-08-19,26,False
2018-08-26,72,False
2018-09-02,60,False
2018-09-09,0,False
2018-09-16,60,False
2018-09-23,49,False
2018-09-30,50,False
2018-10-07,25,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,36,False
2018-11-11,75,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,52,False
2019-01-06,24,False
2019-01-13,21,False
2019-01-20,21,False
2019-01-27,63,False
2019-02-03,21,False
2019-02-10,43,False
2019-02-17,22,False
2019-02-24,43,False
2019-03-03,44,False
2019-03-10,43,False
2019-03-17,98,False
2019-03-24,33,False
2019-03-31,43,False
2019-04-07,43,False
2019-04-14,46,False
2019-04-21,46,False
2019-04-28,31,False
2019-05-05,41,False
2019-05-12,42,False
2019-05-19,41,False
2019-05-26,30,False
2019-06-02,33,False
2019-06-09,0,False
2019-06-16,66,False
2019-06-23,0,False
2019-06-30,33,False
2019-07-07,0,False
2019-07-14,45,False
2019-07-21,35,False
2019-07-28,69,False
2019-08-04,72,False
2019-08-11,51,False
2019-08-18,47,False
2019-08-25,45,False
2019-09-01,41,False
2019-09-08,42,False
2019-09-15,21,False
2019-09-22,49,False
2019-09-29,39,False
2019-10-06,31,False
2019-10-13,20,False
2019-10-20,100,False
2019-10-27,50,False
2019-11-03,19,False
2019-11-10,58,False
2019-11-17,47,False
2019-11-24,49,False
2019-12-01,40,False
2019-12-08,31,False
2019-12-15,82,False
2019-12-22,47,False
2019-12-29,0,False
2020-01-05,86,False
2020-01-12,68,False
2020-01-19,49,False
2020-01-26,38,False
2020-02-02,46,False
2020-02-09,48,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,34,False
2020-03-15,52,False
2020-03-22,48,False
2020-03-29,34,False
2020-04-05,61,False
2020-04-12,44,False
2020-04-19,33,False
2020-04-26,28,True
