date,colore capelli,isPartial
2018-01-07,0,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,73,False
2018-02-04,29,False
2018-02-11,58,False
2018-02-18,28,False
2018-02-25,27,False
2018-03-04,42,False
2018-03-11,29,False
2018-03-18,28,False
2018-03-25,45,False
2018-04-01,46,False
2018-04-08,28,False
2018-04-15,30,False
2018-04-22,31,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,59,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,0,False
2018-06-17,60,False
2018-06-24,30,False
2018-07-01,30,False
2018-07-08,30,False
2018-07-15,0,False
2018-07-22,31,False
2018-07-29,0,False
2018-08-05,31,False
2018-08-12,61,False
2018-08-19,44,False
2018-08-26,29,False
2018-09-02,88,False
2018-09-09,59,False
2018-09-16,29,False
2018-09-23,0,False
2018-09-30,87,False
2018-10-07,59,False
2018-10-14,0,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,31,False
2018-11-18,43,False
2018-11-25,0,False
2018-12-02,30,False
2018-12-09,29,False
2018-12-16,0,False
2018-12-23,34,False
2018-12-30,31,False
2019-01-06,0,False
2019-01-13,42,False
2019-01-20,40,False
2019-01-27,27,False
2019-02-03,28,False
2019-02-10,43,False
2019-02-17,29,False
2019-02-24,0,False
2019-03-03,90,False
2019-03-10,29,False
2019-03-17,59,False
2019-03-24,0,False
2019-03-31,29,False
2019-04-07,72,False
2019-04-14,30,False
2019-04-21,0,False
2019-04-28,28,False
2019-05-05,0,False
2019-05-12,68,False
2019-05-19,27,False
2019-05-26,52,False
2019-06-02,43,False
2019-06-09,29,False
2019-06-16,30,False
2019-06-23,30,False
2019-06-30,63,False
2019-07-07,29,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,92,False
2019-08-04,62,False
2019-08-11,32,False
2019-08-18,41,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,28,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,54,False
2019-10-20,26,False
2019-10-27,38,False
2019-11-03,100,False
2019-11-10,39,False
2019-11-17,39,False
2019-11-24,52,False
2019-12-01,80,False
2019-12-08,54,False
2019-12-15,54,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,0,False
2020-01-19,75,False
2020-01-26,36,False
2020-02-02,24,False
2020-02-09,50,False
2020-02-16,25,False
2020-02-23,47,False
2020-03-01,68,False
2020-03-08,32,False
2020-03-15,42,False
2020-03-22,19,False
2020-03-29,20,False
2020-04-05,43,False
2020-04-12,65,False
2020-04-19,40,False
2020-04-26,71,True
