date,colore capelli,isPartial
2018-01-07,37,False
2018-01-14,25,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,24,False
2018-02-18,22,False
2018-02-25,65,False
2018-03-04,0,False
2018-03-11,47,False
2018-03-18,45,False
2018-03-25,25,False
2018-04-01,0,False
2018-04-08,37,False
2018-04-15,36,False
2018-04-22,26,False
2018-04-29,24,False
2018-05-06,24,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,100,False
2018-06-10,0,False
2018-06-17,71,False
2018-06-24,70,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,24,False
2018-07-22,23,False
2018-07-29,22,False
2018-08-05,22,False
2018-08-12,62,False
2018-08-19,41,False
2018-08-26,0,False
2018-09-02,48,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,26,False
2018-10-14,49,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,36,False
2018-12-02,25,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,50,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,47,False
2019-01-20,21,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,33,False
2019-02-17,46,False
2019-02-24,34,False
2019-03-03,74,False
2019-03-10,23,False
2019-03-17,24,False
2019-03-24,23,False
2019-03-31,24,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,48,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,23,False
2019-05-19,35,False
2019-05-26,21,False
2019-06-02,24,False
2019-06-09,50,False
2019-06-16,74,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,24,False
2019-07-21,24,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,21,False
2019-08-18,60,False
2019-08-25,29,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,65,False
2019-09-22,0,False
2019-09-29,22,False
2019-10-06,68,False
2019-10-13,46,False
2019-10-20,0,False
2019-10-27,42,False
2019-11-03,0,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,34,False
2019-12-15,33,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,19,False
2020-02-09,0,False
2020-02-16,20,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,0,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,35,False
2020-04-19,15,False
2020-04-26,43,True
