date,colore capelli,isPartial
2018-01-07,34,False
2018-01-14,51,False
2018-01-21,43,False
2018-01-28,66,False
2018-02-04,25,False
2018-02-11,17,False
2018-02-18,48,False
2018-02-25,31,False
2018-03-04,17,False
2018-03-11,42,False
2018-03-18,25,False
2018-03-25,54,False
2018-04-01,18,False
2018-04-08,34,False
2018-04-15,18,False
2018-04-22,0,False
2018-04-29,18,False
2018-05-06,43,False
2018-05-13,34,False
2018-05-20,34,False
2018-05-27,35,False
2018-06-03,34,False
2018-06-10,33,False
2018-06-17,25,False
2018-06-24,34,False
2018-07-01,34,False
2018-07-08,34,False
2018-07-15,34,False
2018-07-22,33,False
2018-07-29,26,False
2018-08-05,17,False
2018-08-12,17,False
2018-08-19,51,False
2018-08-26,63,False
2018-09-02,73,False
2018-09-09,51,False
2018-09-16,0,False
2018-09-23,17,False
2018-09-30,35,False
2018-10-07,36,False
2018-10-14,35,False
2018-10-21,62,False
2018-10-28,17,False
2018-11-04,43,False
2018-11-11,44,False
2018-11-18,51,False
2018-11-25,0,False
2018-12-02,27,False
2018-12-09,50,False
2018-12-16,25,False
2018-12-23,0,False
2018-12-30,35,False
2019-01-06,40,False
2019-01-13,31,False
2019-01-20,23,False
2019-01-27,15,False
2019-02-03,46,False
2019-02-10,31,False
2019-02-17,16,False
2019-02-24,39,False
2019-03-03,32,False
2019-03-10,16,False
2019-03-17,40,False
2019-03-24,31,False
2019-03-31,16,False
2019-04-07,0,False
2019-04-14,41,False
2019-04-21,24,False
2019-04-28,47,False
2019-05-05,53,False
2019-05-12,30,False
2019-05-19,30,False
2019-05-26,100,False
2019-06-02,40,False
2019-06-09,0,False
2019-06-16,16,False
2019-06-23,24,False
2019-06-30,40,False
2019-07-07,15,False
2019-07-14,23,False
2019-07-21,16,False
2019-07-28,15,False
2019-08-04,15,False
2019-08-11,31,False
2019-08-18,15,False
2019-08-25,14,False
2019-09-01,14,False
2019-09-08,15,False
2019-09-15,45,False
2019-09-22,30,False
2019-09-29,29,False
2019-10-06,23,False
2019-10-13,59,False
2019-10-20,58,False
2019-10-27,43,False
2019-11-03,14,False
2019-11-10,22,False
2019-11-17,14,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,15,False
2019-12-15,38,False
2019-12-22,34,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,27,False
2020-01-19,55,False
2020-01-26,27,False
2020-02-02,26,False
2020-02-09,21,False
2020-02-16,42,False
2020-02-23,13,False
2020-03-01,25,False
2020-03-08,18,False
2020-03-15,24,False
2020-03-22,33,False
2020-03-29,40,False
2020-04-05,55,False
2020-04-12,60,False
2020-04-19,56,False
2020-04-26,30,True
