date,colore capelli,isPartial
2018-01-07,0,False
2018-01-14,54,False
2018-01-21,27,False
2018-01-28,40,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,25,False
2018-02-25,100,False
2018-03-04,38,False
2018-03-11,26,False
2018-03-18,41,False
2018-03-25,27,False
2018-04-01,0,False
2018-04-08,89,False
2018-04-15,61,False
2018-04-22,31,False
2018-04-29,0,False
2018-05-06,29,False
2018-05-13,85,False
2018-05-20,57,False
2018-05-27,82,False
2018-06-03,29,False
2018-06-10,56,False
2018-06-17,0,False
2018-06-24,84,False
2018-07-01,52,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,48,False
2018-08-05,23,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,27,False
2018-09-16,54,False
2018-09-23,28,False
2018-09-30,27,False
2018-10-07,29,False
2018-10-14,29,False
2018-10-21,57,False
2018-10-28,28,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,28,False
2018-12-16,43,False
2018-12-23,55,False
2018-12-30,0,False
2019-01-06,36,False
2019-01-13,38,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,37,False
2019-02-17,25,False
2019-02-24,51,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,27,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,28,False
2019-04-21,88,False
2019-04-28,56,False
2019-05-05,41,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,25,False
2019-06-02,41,False
2019-06-09,40,False
2019-06-16,25,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,36,False
2019-07-14,23,False
2019-07-21,44,False
2019-07-28,42,False
2019-08-04,30,False
2019-08-11,0,False
2019-08-18,27,False
2019-08-25,60,False
2019-09-01,0,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,36,False
2019-10-06,0,False
2019-10-13,25,False
2019-10-20,51,False
2019-10-27,62,False
2019-11-03,37,False
2019-11-10,38,False
2019-11-17,25,False
2019-11-24,63,False
2019-12-01,52,False
2019-12-08,51,False
2019-12-15,24,False
2019-12-22,24,False
2019-12-29,20,False
2020-01-05,61,False
2020-01-12,21,False
2020-01-19,0,False
2020-01-26,32,False
2020-02-02,32,False
2020-02-09,54,False
2020-02-16,21,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,52,False
2020-03-15,86,False
2020-03-22,80,False
2020-03-29,21,False
2020-04-05,55,False
2020-04-12,89,False
2020-04-19,43,False
2020-04-26,73,True
