date,Metallverarbeitung,isPartial
2018-01-07,42,False
2018-01-14,0,False
2018-01-21,83,False
2018-01-28,0,False
2018-02-04,43,False
2018-02-11,88,False
2018-02-18,87,False
2018-02-25,42,False
2018-03-04,0,False
2018-03-11,43,False
2018-03-18,43,False
2018-03-25,68,False
2018-04-01,0,False
2018-04-08,45,False
2018-04-15,0,False
2018-04-22,44,False
2018-04-29,45,False
2018-05-06,92,False
2018-05-13,0,False
2018-05-20,44,False
2018-05-27,89,False
2018-06-03,0,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,46,False
2018-07-01,45,False
2018-07-08,0,False
2018-07-15,46,False
2018-07-22,91,False
2018-07-29,0,False
2018-08-05,43,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,87,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,88,False
2018-09-23,45,False
2018-09-30,0,False
2018-10-07,46,False
2018-10-14,88,False
2018-10-21,43,False
2018-10-28,0,False
2018-11-04,42,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,0,False
2018-12-02,42,False
2018-12-09,42,False
2018-12-16,43,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,40,False
2019-01-13,39,False
2019-01-20,39,False
2019-01-27,39,False
2019-02-03,100,False
2019-02-10,0,False
2019-02-17,42,False
2019-02-24,43,False
2019-03-03,55,False
2019-03-10,0,False
2019-03-17,42,False
2019-03-24,42,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,42,False
2019-05-05,40,False
2019-05-12,0,False
2019-05-19,41,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,41,False
2019-06-16,42,False
2019-06-23,42,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,42,False
2019-08-11,40,False
2019-08-18,41,False
2019-08-25,0,False
2019-09-01,81,False
2019-09-08,41,False
2019-09-15,0,False
2019-09-22,53,False
2019-09-29,0,False
2019-10-06,40,False
2019-10-13,39,False
2019-10-20,39,False
2019-10-27,38,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,56,False
2019-11-24,37,False
2019-12-01,0,False
2019-12-08,39,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,35,False
2020-01-19,36,False
2020-01-26,0,False
2020-02-02,35,False
2020-02-09,35,False
2020-02-16,37,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,32,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,61,False
2020-04-05,0,False
2020-04-12,32,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,63,False
