date,Metallverarbeitung,isPartial
2018-01-07,24,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,36,False
2018-02-04,40,False
2018-02-11,48,False
2018-02-18,40,False
2018-02-25,35,False
2018-03-04,31,False
2018-03-11,35,False
2018-03-18,36,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,24,False
2018-04-15,50,False
2018-04-22,35,False
2018-04-29,24,False
2018-05-06,33,False
2018-05-13,59,False
2018-05-20,33,False
2018-05-27,34,False
2018-06-03,48,False
2018-06-10,46,False
2018-06-17,46,False
2018-06-24,24,False
2018-07-01,37,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,100,False
2018-07-29,0,False
2018-08-05,44,False
2018-08-12,45,False
2018-08-19,22,False
2018-08-26,46,False
2018-09-02,23,False
2018-09-09,35,False
2018-09-16,47,False
2018-09-23,24,False
2018-09-30,0,False
2018-10-07,33,False
2018-10-14,0,False
2018-10-21,23,False
2018-10-28,45,False
2018-11-04,34,False
2018-11-11,0,False
2018-11-18,22,False
2018-11-25,31,False
2018-12-02,61,False
2018-12-09,39,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,22,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,34,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,0,False
2019-03-10,76,False
2019-03-17,22,False
2019-03-24,46,False
2019-03-31,23,False
2019-04-07,36,False
2019-04-14,50,False
2019-04-21,58,False
2019-04-28,23,False
2019-05-05,0,False
2019-05-12,23,False
2019-05-19,22,False
2019-05-26,23,False
2019-06-02,36,False
2019-06-09,0,False
2019-06-16,22,False
2019-06-23,45,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,24,False
2019-07-21,41,False
2019-07-28,47,False
2019-08-04,35,False
2019-08-11,21,False
2019-08-18,44,False
2019-08-25,21,False
2019-09-01,32,False
2019-09-08,32,False
2019-09-15,43,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,87,False
2019-10-13,21,False
2019-10-20,32,False
2019-10-27,21,False
2019-11-03,34,False
2019-11-10,41,False
2019-11-17,42,False
2019-11-24,33,False
2019-12-01,0,False
2019-12-08,61,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,19,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,29,False
2020-02-02,19,False
2020-02-09,19,False
2020-02-16,39,False
2020-02-23,39,False
2020-03-01,20,False
2020-03-08,24,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,20,False
2020-04-12,0,False
2020-04-19,18,False
2020-04-26,18,False
2020-05-03,36,False
2020-05-10,27,False
