date,Metallverarbeitung,isPartial
2018-01-07,31,False
2018-01-14,32,False
2018-01-21,32,False
2018-01-28,47,False
2018-02-04,64,False
2018-02-11,64,False
2018-02-18,65,False
2018-02-25,47,False
2018-03-04,32,False
2018-03-11,31,False
2018-03-18,64,False
2018-03-25,33,False
2018-04-01,34,False
2018-04-08,33,False
2018-04-15,33,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,31,False
2018-05-20,33,False
2018-05-27,62,False
2018-06-03,64,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,32,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,66,False
2018-08-05,31,False
2018-08-12,61,False
2018-08-19,46,False
2018-08-26,31,False
2018-09-02,0,False
2018-09-09,31,False
2018-09-16,0,False
2018-09-23,31,False
2018-09-30,0,False
2018-10-07,100,False
2018-10-14,32,False
2018-10-21,30,False
2018-10-28,45,False
2018-11-04,59,False
2018-11-11,61,False
2018-11-18,30,False
2018-11-25,46,False
2018-12-02,30,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,29,False
2019-01-20,42,False
2019-01-27,58,False
2019-02-03,59,False
2019-02-10,29,False
2019-02-17,32,False
2019-02-24,31,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,62,False
2019-03-24,30,False
2019-03-31,46,False
2019-04-07,30,False
2019-04-14,65,False
2019-04-21,0,False
2019-04-28,29,False
2019-05-05,0,False
2019-05-12,59,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,30,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,30,False
2019-06-30,0,False
2019-07-07,60,False
2019-07-14,32,False
2019-07-21,33,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,61,False
2019-08-18,31,False
2019-08-25,29,False
2019-09-01,28,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,29,False
2019-10-06,29,False
2019-10-13,30,False
2019-10-20,30,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,27,False
2019-12-01,28,False
2019-12-08,55,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,26,False
2020-01-19,26,False
2020-01-26,51,False
2020-02-02,26,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,47,False
2020-03-29,23,False
2020-04-05,26,False
2020-04-12,0,False
2020-04-19,48,False
2020-04-26,24,False
2020-05-03,24,False
2020-05-10,0,False
