date,Metallverarbeitung,isPartial
2018-01-07,31,False
2018-01-14,52,False
2018-01-21,31,False
2018-01-28,72,False
2018-02-04,52,False
2018-02-11,63,False
2018-02-18,32,False
2018-02-25,63,False
2018-03-04,62,False
2018-03-11,31,False
2018-03-18,64,False
2018-03-25,51,False
2018-04-01,34,False
2018-04-08,33,False
2018-04-15,68,False
2018-04-22,33,False
2018-04-29,68,False
2018-05-06,50,False
2018-05-13,0,False
2018-05-20,66,False
2018-05-27,33,False
2018-06-03,33,False
2018-06-10,54,False
2018-06-17,44,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,34,False
2018-07-15,34,False
2018-07-22,69,False
2018-07-29,34,False
2018-08-05,44,False
2018-08-12,34,False
2018-08-19,65,False
2018-08-26,64,False
2018-09-02,48,False
2018-09-09,48,False
2018-09-16,76,False
2018-09-23,81,False
2018-09-30,35,False
2018-10-07,49,False
2018-10-14,32,False
2018-10-21,52,False
2018-10-28,63,False
2018-11-04,31,False
2018-11-11,42,False
2018-11-18,53,False
2018-11-25,100,False
2018-12-02,33,False
2018-12-09,44,False
2018-12-16,0,False
2018-12-23,39,False
2018-12-30,36,False
2019-01-06,66,False
2019-01-13,95,False
2019-01-20,46,False
2019-01-27,31,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,62,False
2019-02-24,48,False
2019-03-03,41,False
2019-03-10,62,False
2019-03-17,43,False
2019-03-24,63,False
2019-03-31,63,False
2019-04-07,53,False
2019-04-14,68,False
2019-04-21,67,False
2019-04-28,32,False
2019-05-05,50,False
2019-05-12,32,False
2019-05-19,46,False
2019-05-26,97,False
2019-06-02,41,False
2019-06-09,32,False
2019-06-16,0,False
2019-06-23,66,False
2019-06-30,0,False
2019-07-07,33,False
2019-07-14,67,False
2019-07-21,35,False
2019-07-28,35,False
2019-08-04,32,False
2019-08-11,62,False
2019-08-18,62,False
2019-08-25,52,False
2019-09-01,31,False
2019-09-08,42,False
2019-09-15,48,False
2019-09-22,31,False
2019-09-29,33,False
2019-10-06,47,False
2019-10-13,30,False
2019-10-20,29,False
2019-10-27,59,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,39,False
2019-11-24,43,False
2019-12-01,29,False
2019-12-08,58,False
2019-12-15,45,False
2019-12-22,35,False
2019-12-29,33,False
2020-01-05,74,False
2020-01-12,56,False
2020-01-19,42,False
2020-01-26,56,False
2020-02-02,56,False
2020-02-09,41,False
2020-02-16,0,False
2020-02-23,28,False
2020-03-01,55,False
2020-03-08,53,False
2020-03-15,26,False
2020-03-22,52,False
2020-03-29,26,False
2020-04-05,0,False
2020-04-12,27,False
2020-04-19,27,False
2020-04-26,44,False
2020-05-03,26,False
2020-05-10,26,False
