date,Glas Design,isPartial
2018-01-07,28,False
2018-01-14,0,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,0,False
2018-03-04,40,False
2018-03-11,0,False
2018-03-18,55,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,29,False
2018-04-22,28,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,43,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,28,False
2018-06-10,41,False
2018-06-17,28,False
2018-06-24,0,False
2018-07-01,29,False
2018-07-08,0,False
2018-07-15,47,False
2018-07-22,100,False
2018-07-29,33,False
2018-08-05,32,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,58,False
2018-09-02,29,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,44,False
2018-10-07,24,False
2018-10-14,57,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,54,False
2018-11-11,0,False
2018-11-18,56,False
2018-11-25,42,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,75,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,25,False
2019-01-27,22,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,27,False
2019-03-03,45,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,23,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,41,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,28,False
2019-06-23,44,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,44,False
2019-07-21,0,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,27,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,27,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,45,False
2019-11-10,26,False
2019-11-17,39,False
2019-11-24,26,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,27,False
2019-12-22,69,False
2019-12-29,28,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,0,False
2020-01-26,51,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,26,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,22,False
2020-03-15,48,False
2020-03-22,0,False
2020-03-29,48,False
2020-04-05,24,False
2020-04-12,0,False
2020-04-19,25,False
2020-04-26,24,False
2020-05-03,22,False
2020-05-10,36,False
