date,Glas Design,isPartial
2018-01-07,35,False
2018-01-14,51,False
2018-01-21,39,False
2018-01-28,51,False
2018-02-04,62,False
2018-02-11,53,False
2018-02-18,61,False
2018-02-25,64,False
2018-03-04,26,False
2018-03-11,39,False
2018-03-18,39,False
2018-03-25,27,False
2018-04-01,28,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,38,False
2018-04-29,53,False
2018-05-06,82,False
2018-05-13,77,False
2018-05-20,27,False
2018-05-27,26,False
2018-06-03,43,False
2018-06-10,0,False
2018-06-17,76,False
2018-06-24,26,False
2018-07-01,42,False
2018-07-08,38,False
2018-07-15,40,False
2018-07-22,36,False
2018-07-29,55,False
2018-08-05,28,False
2018-08-12,27,False
2018-08-19,27,False
2018-08-26,39,False
2018-09-02,52,False
2018-09-09,35,False
2018-09-16,26,False
2018-09-23,26,False
2018-09-30,71,False
2018-10-07,53,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,90,False
2018-11-04,41,False
2018-11-11,59,False
2018-11-18,37,False
2018-11-25,100,False
2018-12-02,49,False
2018-12-09,34,False
2018-12-16,26,False
2018-12-23,49,False
2018-12-30,27,False
2019-01-06,48,False
2019-01-13,60,False
2019-01-20,59,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,49,False
2019-02-17,24,False
2019-02-24,25,False
2019-03-03,32,False
2019-03-10,48,False
2019-03-17,42,False
2019-03-24,25,False
2019-03-31,24,False
2019-04-07,25,False
2019-04-14,80,False
2019-04-21,40,False
2019-04-28,33,False
2019-05-05,48,False
2019-05-12,25,False
2019-05-19,24,False
2019-05-26,76,False
2019-06-02,0,False
2019-06-09,62,False
2019-06-16,25,False
2019-06-23,50,False
2019-06-30,50,False
2019-07-07,41,False
2019-07-14,51,False
2019-07-21,56,False
2019-07-28,40,False
2019-08-04,27,False
2019-08-11,26,False
2019-08-18,26,False
2019-08-25,86,False
2019-09-01,25,False
2019-09-08,25,False
2019-09-15,42,False
2019-09-22,36,False
2019-09-29,32,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,40,False
2019-10-27,70,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,56,False
2019-11-24,52,False
2019-12-01,45,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,40,False
2019-12-29,50,False
2020-01-05,55,False
2020-01-12,21,False
2020-01-19,66,False
2020-01-26,22,False
2020-02-02,32,False
2020-02-09,63,False
2020-02-16,33,False
2020-02-23,35,False
2020-03-01,42,False
2020-03-08,40,False
2020-03-15,53,False
2020-03-22,20,False
2020-03-29,19,False
2020-04-05,21,False
2020-04-12,34,False
2020-04-19,20,False
2020-04-26,52,False
2020-05-03,40,False
2020-05-10,30,False
