date,Schlüssel nachmachen,isPartial
2018-01-07,33,False
2018-01-14,26,False
2018-01-21,52,False
2018-01-28,74,False
2018-02-04,43,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,50,False
2018-03-04,25,False
2018-03-11,100,False
2018-03-18,25,False
2018-03-25,54,False
2018-04-01,28,False
2018-04-08,52,False
2018-04-15,35,False
2018-04-22,51,False
2018-04-29,53,False
2018-05-06,53,False
2018-05-13,62,False
2018-05-20,39,False
2018-05-27,50,False
2018-06-03,51,False
2018-06-10,74,False
2018-06-17,25,False
2018-06-24,26,False
2018-07-01,78,False
2018-07-08,26,False
2018-07-15,45,False
2018-07-22,0,False
2018-07-29,26,False
2018-08-05,50,False
2018-08-12,49,False
2018-08-19,98,False
2018-08-26,37,False
2018-09-02,25,False
2018-09-09,50,False
2018-09-16,52,False
2018-09-23,25,False
2018-09-30,26,False
2018-10-07,62,False
2018-10-14,38,False
2018-10-21,48,False
2018-10-28,48,False
2018-11-04,32,False
2018-11-11,37,False
2018-11-18,40,False
2018-11-25,65,False
2018-12-02,36,False
2018-12-09,24,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,51,False
2019-01-06,23,False
2019-01-13,69,False
2019-01-20,23,False
2019-01-27,46,False
2019-02-03,31,False
2019-02-10,35,False
2019-02-17,50,False
2019-02-24,74,False
2019-03-03,47,False
2019-03-10,47,False
2019-03-17,37,False
2019-03-24,64,False
2019-03-31,37,False
2019-04-07,36,False
2019-04-14,43,False
2019-04-21,26,False
2019-04-28,31,False
2019-05-05,35,False
2019-05-12,40,False
2019-05-19,39,False
2019-05-26,96,False
2019-06-02,24,False
2019-06-09,83,False
2019-06-16,35,False
2019-06-23,37,False
2019-06-30,59,False
2019-07-07,40,False
2019-07-14,64,False
2019-07-21,67,False
2019-07-28,42,False
2019-08-04,67,False
2019-08-11,62,False
2019-08-18,25,False
2019-08-25,47,False
2019-09-01,46,False
2019-09-08,60,False
2019-09-15,48,False
2019-09-22,71,False
2019-09-29,69,False
2019-10-06,46,False
2019-10-13,40,False
2019-10-20,40,False
2019-10-27,56,False
2019-11-03,43,False
2019-11-10,22,False
2019-11-17,37,False
2019-11-24,65,False
2019-12-01,23,False
2019-12-08,33,False
2019-12-15,60,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,35,False
2020-01-12,41,False
2020-01-19,21,False
2020-01-26,62,False
2020-02-02,28,False
2020-02-09,65,False
2020-02-16,22,False
2020-02-23,27,False
2020-03-01,21,False
2020-03-08,29,False
2020-03-15,29,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,21,False
2020-04-12,0,False
2020-04-19,39,False
2020-04-26,25,False
2020-05-03,48,False
2020-05-10,19,False
