date,moustiquaire ,isPartial
2018-01-07,5,False
2018-01-14,8,False
2018-01-21,5,False
2018-01-28,7,False
2018-02-04,4,False
2018-02-11,4,False
2018-02-18,7,False
2018-02-25,6,False
2018-03-04,4,False
2018-03-11,10,False
2018-03-18,7,False
2018-03-25,10,False
2018-04-01,9,False
2018-04-08,16,False
2018-04-15,27,False
2018-04-22,36,False
2018-04-29,31,False
2018-05-06,37,False
2018-05-13,18,False
2018-05-20,36,False
2018-05-27,32,False
2018-06-03,31,False
2018-06-10,42,False
2018-06-17,77,False
2018-06-24,35,False
2018-07-01,55,False
2018-07-08,30,False
2018-07-15,28,False
2018-07-22,23,False
2018-07-29,38,False
2018-08-05,32,False
2018-08-12,18,False
2018-08-19,18,False
2018-08-26,17,False
2018-09-02,11,False
2018-09-09,7,False
2018-09-16,15,False
2018-09-23,9,False
2018-09-30,7,False
2018-10-07,13,False
2018-10-14,4,False
2018-10-21,14,False
2018-10-28,5,False
2018-11-04,7,False
2018-11-11,4,False
2018-11-18,2,False
2018-11-25,4,False
2018-12-02,0,False
2018-12-09,2,False
2018-12-16,4,False
2018-12-23,7,False
2018-12-30,3,False
2019-01-06,6,False
2019-01-13,4,False
2019-01-20,7,False
2019-01-27,5,False
2019-02-03,5,False
2019-02-10,6,False
2019-02-17,15,False
2019-02-24,8,False
2019-03-03,11,False
2019-03-10,12,False
2019-03-17,14,False
2019-03-24,25,False
2019-03-31,15,False
2019-04-07,14,False
2019-04-14,21,False
2019-04-21,14,False
2019-04-28,21,False
2019-05-05,18,False
2019-05-12,21,False
2019-05-19,31,False
2019-05-26,40,False
2019-06-02,44,False
2019-06-09,37,False
2019-06-16,53,False
2019-06-23,57,False
2019-06-30,54,False
2019-07-07,28,False
2019-07-14,27,False
2019-07-21,23,False
2019-07-28,26,False
2019-08-04,25,False
2019-08-11,18,False
2019-08-18,19,False
2019-08-25,12,False
2019-09-01,8,False
2019-09-08,7,False
2019-09-15,15,False
2019-09-22,7,False
2019-09-29,10,False
2019-10-06,4,False
2019-10-13,5,False
2019-10-20,9,False
2019-10-27,7,False
2019-11-03,3,False
2019-11-10,3,False
2019-11-17,4,False
2019-11-24,4,False
2019-12-01,3,False
2019-12-08,6,False
2019-12-15,3,False
2019-12-22,4,False
2019-12-29,2,False
2020-01-05,6,False
2020-01-12,5,False
2020-01-19,3,False
2020-01-26,10,False
2020-02-02,6,False
2020-02-09,13,False
2020-02-16,3,False
2020-02-23,9,False
2020-03-01,10,False
2020-03-08,9,False
2020-03-15,5,False
2020-03-22,5,False
2020-03-29,14,False
2020-04-05,25,False
2020-04-12,26,False
2020-04-19,20,False
2020-04-26,44,False
2020-05-03,68,False
2020-05-10,45,False
2020-05-17,100,False
2020-05-24,91,False
2020-05-31,57,False
2020-06-07,30,False
2020-06-14,45,False
2020-06-21,50,True
