date,moustiquaire ,isPartial
2018-01-07,4,False
2018-01-14,10,False
2018-01-21,5,False
2018-01-28,8,False
2018-02-04,2,False
2018-02-11,4,False
2018-02-18,7,False
2018-02-25,5,False
2018-03-04,3,False
2018-03-11,6,False
2018-03-18,9,False
2018-03-25,8,False
2018-04-01,11,False
2018-04-08,10,False
2018-04-15,26,False
2018-04-22,34,False
2018-04-29,29,False
2018-05-06,22,False
2018-05-13,14,False
2018-05-20,29,False
2018-05-27,27,False
2018-06-03,23,False
2018-06-10,20,False
2018-06-17,41,False
2018-06-24,48,False
2018-07-01,49,False
2018-07-08,31,False
2018-07-15,27,False
2018-07-22,28,False
2018-07-29,47,False
2018-08-05,36,False
2018-08-12,12,False
2018-08-19,21,False
2018-08-26,19,False
2018-09-02,14,False
2018-09-09,14,False
2018-09-16,11,False
2018-09-23,8,False
2018-09-30,6,False
2018-10-07,4,False
2018-10-14,7,False
2018-10-21,5,False
2018-10-28,5,False
2018-11-04,6,False
2018-11-11,3,False
2018-11-18,8,False
2018-11-25,5,False
2018-12-02,3,False
2018-12-09,3,False
2018-12-16,5,False
2018-12-23,8,False
2018-12-30,6,False
2019-01-06,4,False
2019-01-13,5,False
2019-01-20,4,False
2019-01-27,7,False
2019-02-03,8,False
2019-02-10,6,False
2019-02-17,9,False
2019-02-24,9,False
2019-03-03,8,False
2019-03-10,10,False
2019-03-17,15,False
2019-03-24,17,False
2019-03-31,18,False
2019-04-07,13,False
2019-04-14,13,False
2019-04-21,18,False
2019-04-28,24,False
2019-05-05,14,False
2019-05-12,25,False
2019-05-19,20,False
2019-05-26,39,False
2019-06-02,45,False
2019-06-09,24,False
2019-06-16,40,False
2019-06-23,56,False
2019-06-30,57,False
2019-07-07,39,False
2019-07-14,35,False
2019-07-21,38,False
2019-07-28,19,False
2019-08-04,24,False
2019-08-11,13,False
2019-08-18,16,False
2019-08-25,24,False
2019-09-01,14,False
2019-09-08,8,False
2019-09-15,13,False
2019-09-22,9,False
2019-09-29,3,False
2019-10-06,3,False
2019-10-13,4,False
2019-10-20,8,False
2019-10-27,4,False
2019-11-03,3,False
2019-11-10,2,False
2019-11-17,4,False
2019-11-24,2,False
2019-12-01,3,False
2019-12-08,2,False
2019-12-15,3,False
2019-12-22,3,False
2019-12-29,4,False
2020-01-05,6,False
2020-01-12,6,False
2020-01-19,6,False
2020-01-26,3,False
2020-02-02,9,False
2020-02-09,5,False
2020-02-16,7,False
2020-02-23,6,False
2020-03-01,5,False
2020-03-08,6,False
2020-03-15,8,False
2020-03-22,9,False
2020-03-29,10,False
2020-04-05,21,False
2020-04-12,22,False
2020-04-19,27,False
2020-04-26,42,False
2020-05-03,82,False
2020-05-10,45,False
2020-05-17,100,False
2020-05-24,86,False
2020-05-31,54,False
2020-06-07,30,False
2020-06-14,32,False
2020-06-21,66,True
