date,moustiquaire ,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,11,False
2018-01-28,11,False
2018-02-04,0,False
2018-02-11,11,False
2018-02-18,12,False
2018-02-25,11,False
2018-03-04,12,False
2018-03-11,23,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,16,False
2018-04-08,12,False
2018-04-15,33,False
2018-04-22,28,False
2018-04-29,25,False
2018-05-06,37,False
2018-05-13,23,False
2018-05-20,30,False
2018-05-27,62,False
2018-06-03,32,False
2018-06-10,23,False
2018-06-17,40,False
2018-06-24,48,False
2018-07-01,78,False
2018-07-08,32,False
2018-07-15,53,False
2018-07-22,52,False
2018-07-29,26,False
2018-08-05,45,False
2018-08-12,56,False
2018-08-19,26,False
2018-08-26,18,False
2018-09-02,12,False
2018-09-09,12,False
2018-09-16,24,False
2018-09-23,12,False
2018-09-30,12,False
2018-10-07,12,False
2018-10-14,12,False
2018-10-21,25,False
2018-10-28,12,False
2018-11-04,11,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,23,False
2018-12-02,12,False
2018-12-09,0,False
2018-12-16,12,False
2018-12-23,13,False
2018-12-30,12,False
2019-01-06,12,False
2019-01-13,12,False
2019-01-20,11,False
2019-01-27,0,False
2019-02-03,23,False
2019-02-10,12,False
2019-02-17,12,False
2019-02-24,12,False
2019-03-03,11,False
2019-03-10,11,False
2019-03-17,20,False
2019-03-24,12,False
2019-03-31,24,False
2019-04-07,12,False
2019-04-14,12,False
2019-04-21,27,False
2019-04-28,28,False
2019-05-05,22,False
2019-05-12,18,False
2019-05-19,15,False
2019-05-26,20,False
2019-06-02,62,False
2019-06-09,22,False
2019-06-16,44,False
2019-06-23,100,False
2019-06-30,73,False
2019-07-07,27,False
2019-07-14,33,False
2019-07-21,70,False
2019-07-28,39,False
2019-08-04,20,False
2019-08-11,19,False
2019-08-18,25,False
2019-08-25,23,False
2019-09-01,15,False
2019-09-08,12,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,11,False
2019-10-06,11,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,11,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,10,False
2020-02-02,20,False
2020-02-09,10,False
2020-02-16,10,False
2020-02-23,0,False
2020-03-01,9,False
2020-03-08,9,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,14,False
2020-04-05,39,False
2020-04-12,29,False
2020-04-19,32,False
2020-04-26,31,False
2020-05-03,37,False
2020-05-10,34,False
2020-05-17,74,False
2020-05-24,48,False
2020-05-31,53,False
2020-06-07,35,False
2020-06-14,45,False
2020-06-21,69,True
