date,moustiquaire ,isPartial
2018-01-07,4,False
2018-01-14,4,False
2018-01-21,6,False
2018-01-28,4,False
2018-02-04,3,False
2018-02-11,8,False
2018-02-18,6,False
2018-02-25,7,False
2018-03-04,7,False
2018-03-11,9,False
2018-03-18,9,False
2018-03-25,12,False
2018-04-01,14,False
2018-04-08,13,False
2018-04-15,40,False
2018-04-22,36,False
2018-04-29,27,False
2018-05-06,50,False
2018-05-13,21,False
2018-05-20,29,False
2018-05-27,46,False
2018-06-03,40,False
2018-06-10,30,False
2018-06-17,32,False
2018-06-24,46,False
2018-07-01,83,False
2018-07-08,51,False
2018-07-15,49,False
2018-07-22,73,False
2018-07-29,70,False
2018-08-05,50,False
2018-08-12,30,False
2018-08-19,28,False
2018-08-26,17,False
2018-09-02,15,False
2018-09-09,10,False
2018-09-16,11,False
2018-09-23,10,False
2018-09-30,8,False
2018-10-07,9,False
2018-10-14,12,False
2018-10-21,9,False
2018-10-28,6,False
2018-11-04,5,False
2018-11-11,7,False
2018-11-18,3,False
2018-11-25,6,False
2018-12-02,5,False
2018-12-09,4,False
2018-12-16,3,False
2018-12-23,5,False
2018-12-30,5,False
2019-01-06,8,False
2019-01-13,7,False
2019-01-20,5,False
2019-01-27,6,False
2019-02-03,7,False
2019-02-10,5,False
2019-02-17,10,False
2019-02-24,13,False
2019-03-03,14,False
2019-03-10,6,False
2019-03-17,16,False
2019-03-24,16,False
2019-03-31,15,False
2019-04-07,17,False
2019-04-14,21,False
2019-04-21,32,False
2019-04-28,26,False
2019-05-05,23,False
2019-05-12,16,False
2019-05-19,27,False
2019-05-26,42,False
2019-06-02,59,False
2019-06-09,31,False
2019-06-16,60,False
2019-06-23,100,False
2019-06-30,57,False
2019-07-07,52,False
2019-07-14,38,False
2019-07-21,57,False
2019-07-28,31,False
2019-08-04,31,False
2019-08-11,23,False
2019-08-18,26,False
2019-08-25,25,False
2019-09-01,15,False
2019-09-08,17,False
2019-09-15,9,False
2019-09-22,7,False
2019-09-29,13,False
2019-10-06,10,False
2019-10-13,7,False
2019-10-20,6,False
2019-10-27,6,False
2019-11-03,5,False
2019-11-10,4,False
2019-11-17,5,False
2019-11-24,3,False
2019-12-01,7,False
2019-12-08,5,False
2019-12-15,4,False
2019-12-22,5,False
2019-12-29,6,False
2020-01-05,6,False
2020-01-12,7,False
2020-01-19,7,False
2020-01-26,8,False
2020-02-02,10,False
2020-02-09,10,False
2020-02-16,11,False
2020-02-23,9,False
2020-03-01,12,False
2020-03-08,9,False
2020-03-15,7,False
2020-03-22,10,False
2020-03-29,10,False
2020-04-05,37,False
2020-04-12,34,False
2020-04-19,42,False
2020-04-26,32,False
2020-05-03,48,False
2020-05-10,34,False
2020-05-17,88,False
2020-05-24,63,False
2020-05-31,80,False
2020-06-07,35,False
2020-06-14,48,False
2020-06-21,53,True
