date,moustiquaire ,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,9,False
2018-02-11,9,False
2018-02-18,19,False
2018-02-25,10,False
2018-03-04,10,False
2018-03-11,10,False
2018-03-18,0,False
2018-03-25,19,False
2018-04-01,20,False
2018-04-08,24,False
2018-04-15,61,False
2018-04-22,49,False
2018-04-29,41,False
2018-05-06,73,False
2018-05-13,29,False
2018-05-20,35,False
2018-05-27,28,False
2018-06-03,19,False
2018-06-10,23,False
2018-06-17,54,False
2018-06-24,29,False
2018-07-01,51,False
2018-07-08,50,False
2018-07-15,16,False
2018-07-22,96,False
2018-07-29,74,False
2018-08-05,54,False
2018-08-12,34,False
2018-08-19,22,False
2018-08-26,10,False
2018-09-02,20,False
2018-09-09,10,False
2018-09-16,10,False
2018-09-23,10,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,10,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,19,False
2018-11-11,0,False
2018-11-18,10,False
2018-11-25,9,False
2018-12-02,15,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,10,False
2019-01-20,9,False
2019-01-27,9,False
2019-02-03,10,False
2019-02-10,15,False
2019-02-17,10,False
2019-02-24,19,False
2019-03-03,9,False
2019-03-10,15,False
2019-03-17,10,False
2019-03-24,20,False
2019-03-31,39,False
2019-04-07,0,False
2019-04-14,37,False
2019-04-21,10,False
2019-04-28,27,False
2019-05-05,18,False
2019-05-12,19,False
2019-05-19,29,False
2019-05-26,43,False
2019-06-02,72,False
2019-06-09,28,False
2019-06-16,49,False
2019-06-23,100,False
2019-06-30,72,False
2019-07-07,48,False
2019-07-14,30,False
2019-07-21,41,False
2019-07-28,37,False
2019-08-04,21,False
2019-08-11,26,False
2019-08-18,21,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,28,False
2019-09-15,18,False
2019-09-22,9,False
2019-09-29,9,False
2019-10-06,9,False
2019-10-13,13,False
2019-10-20,9,False
2019-10-27,8,False
2019-11-03,13,False
2019-11-10,9,False
2019-11-17,9,False
2019-11-24,8,False
2019-12-01,9,False
2019-12-08,0,False
2019-12-15,8,False
2019-12-22,0,False
2019-12-29,9,False
2020-01-05,8,False
2020-01-12,12,False
2020-01-19,8,False
2020-01-26,16,False
2020-02-02,8,False
2020-02-09,12,False
2020-02-16,8,False
2020-02-23,8,False
2020-03-01,8,False
2020-03-08,12,False
2020-03-15,17,False
2020-03-22,23,False
2020-03-29,20,False
2020-04-05,56,False
2020-04-12,45,False
2020-04-19,51,False
2020-04-26,49,False
2020-05-03,66,False
2020-05-10,34,False
2020-05-17,66,False
2020-05-24,68,False
2020-05-31,95,False
2020-06-07,31,False
2020-06-14,50,False
2020-06-21,54,True
