date,moustiquaire ,isPartial
2018-01-07,6,False
2018-01-14,0,False
2018-01-21,6,False
2018-01-28,6,False
2018-02-04,24,False
2018-02-11,6,False
2018-02-18,6,False
2018-02-25,6,False
2018-03-04,0,False
2018-03-11,15,False
2018-03-18,6,False
2018-03-25,9,False
2018-04-01,13,False
2018-04-08,6,False
2018-04-15,65,False
2018-04-22,33,False
2018-04-29,23,False
2018-05-06,47,False
2018-05-13,19,False
2018-05-20,27,False
2018-05-27,45,False
2018-06-03,26,False
2018-06-10,39,False
2018-06-17,26,False
2018-06-24,51,False
2018-07-01,79,False
2018-07-08,39,False
2018-07-15,43,False
2018-07-22,46,False
2018-07-29,24,False
2018-08-05,20,False
2018-08-12,10,False
2018-08-19,17,False
2018-08-26,7,False
2018-09-02,14,False
2018-09-09,11,False
2018-09-16,7,False
2018-09-23,18,False
2018-09-30,7,False
2018-10-07,0,False
2018-10-14,15,False
2018-10-21,7,False
2018-10-28,7,False
2018-11-04,7,False
2018-11-11,7,False
2018-11-18,0,False
2018-11-25,7,False
2018-12-02,14,False
2018-12-09,0,False
2018-12-16,7,False
2018-12-23,8,False
2018-12-30,15,False
2019-01-06,7,False
2019-01-13,7,False
2019-01-20,7,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,11,False
2019-02-17,7,False
2019-02-24,18,False
2019-03-03,7,False
2019-03-10,10,False
2019-03-17,11,False
2019-03-24,14,False
2019-03-31,17,False
2019-04-07,11,False
2019-04-14,32,False
2019-04-21,34,False
2019-04-28,20,False
2019-05-05,10,False
2019-05-12,17,False
2019-05-19,28,False
2019-05-26,35,False
2019-06-02,45,False
2019-06-09,23,False
2019-06-16,48,False
2019-06-23,84,False
2019-06-30,70,False
2019-07-07,39,False
2019-07-14,36,False
2019-07-21,38,False
2019-07-28,20,False
2019-08-04,25,False
2019-08-11,18,False
2019-08-18,9,False
2019-08-25,19,False
2019-09-01,5,False
2019-09-08,6,False
2019-09-15,6,False
2019-09-22,6,False
2019-09-29,6,False
2019-10-06,13,False
2019-10-13,6,False
2019-10-20,6,False
2019-10-27,6,False
2019-11-03,9,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,6,False
2019-12-01,6,False
2019-12-08,6,False
2019-12-15,6,False
2019-12-22,7,False
2019-12-29,7,False
2020-01-05,18,False
2020-01-12,6,False
2020-01-19,6,False
2020-01-26,15,False
2020-02-02,6,False
2020-02-09,6,False
2020-02-16,6,False
2020-02-23,0,False
2020-03-01,6,False
2020-03-08,6,False
2020-03-15,5,False
2020-03-22,34,False
2020-03-29,10,False
2020-04-05,27,False
2020-04-12,30,False
2020-04-19,25,False
2020-04-26,33,False
2020-05-03,73,False
2020-05-10,47,False
2020-05-17,100,False
2020-05-24,88,False
2020-05-31,81,False
2020-06-07,31,False
2020-06-14,22,False
2020-06-21,40,True
