date,moustiquaire ,isPartial
2018-01-07,9,False
2018-01-14,4,False
2018-01-21,8,False
2018-01-28,5,False
2018-02-04,6,False
2018-02-11,8,False
2018-02-18,5,False
2018-02-25,3,False
2018-03-04,3,False
2018-03-11,3,False
2018-03-18,3,False
2018-03-25,8,False
2018-04-01,9,False
2018-04-08,10,False
2018-04-15,31,False
2018-04-22,23,False
2018-04-29,12,False
2018-05-06,29,False
2018-05-13,15,False
2018-05-20,24,False
2018-05-27,21,False
2018-06-03,25,False
2018-06-10,16,False
2018-06-17,42,False
2018-06-24,41,False
2018-07-01,29,False
2018-07-08,32,False
2018-07-15,22,False
2018-07-22,22,False
2018-07-29,26,False
2018-08-05,19,False
2018-08-12,9,False
2018-08-19,13,False
2018-08-26,11,False
2018-09-02,17,False
2018-09-09,16,False
2018-09-16,11,False
2018-09-23,5,False
2018-09-30,5,False
2018-10-07,4,False
2018-10-14,4,False
2018-10-21,3,False
2018-10-28,5,False
2018-11-04,4,False
2018-11-11,0,False
2018-11-18,3,False
2018-11-25,4,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,3,False
2019-01-13,9,False
2019-01-20,5,False
2019-01-27,3,False
2019-02-03,7,False
2019-02-10,8,False
2019-02-17,13,False
2019-02-24,10,False
2019-03-03,7,False
2019-03-10,12,False
2019-03-17,11,False
2019-03-24,22,False
2019-03-31,7,False
2019-04-07,7,False
2019-04-14,19,False
2019-04-21,14,False
2019-04-28,19,False
2019-05-05,18,False
2019-05-12,18,False
2019-05-19,15,False
2019-05-26,22,False
2019-06-02,37,False
2019-06-09,24,False
2019-06-16,46,False
2019-06-23,51,False
2019-06-30,56,False
2019-07-07,26,False
2019-07-14,19,False
2019-07-21,21,False
2019-07-28,19,False
2019-08-04,31,False
2019-08-11,12,False
2019-08-18,13,False
2019-08-25,5,False
2019-09-01,7,False
2019-09-08,2,False
2019-09-15,6,False
2019-09-22,7,False
2019-09-29,5,False
2019-10-06,5,False
2019-10-13,7,False
2019-10-20,2,False
2019-10-27,6,False
2019-11-03,5,False
2019-11-10,4,False
2019-11-17,5,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,7,False
2019-12-15,0,False
2019-12-22,3,False
2019-12-29,5,False
2020-01-05,5,False
2020-01-12,4,False
2020-01-19,4,False
2020-01-26,5,False
2020-02-02,2,False
2020-02-09,9,False
2020-02-16,5,False
2020-02-23,11,False
2020-03-01,7,False
2020-03-08,12,False
2020-03-15,9,False
2020-03-22,6,False
2020-03-29,10,False
2020-04-05,12,False
2020-04-12,15,False
2020-04-19,20,False
2020-04-26,30,False
2020-05-03,73,False
2020-05-10,37,False
2020-05-17,100,False
2020-05-24,76,False
2020-05-31,52,False
2020-06-07,30,False
2020-06-14,42,False
2020-06-21,55,True
