date,torte pasta zucchero,isPartial
2018-01-07,40,False
2018-01-14,70,False
2018-01-21,100,False
2018-01-28,40,False
2018-02-04,48,False
2018-02-11,60,False
2018-02-18,57,False
2018-02-25,74,False
2018-03-04,68,False
2018-03-11,40,False
2018-03-18,19,False
2018-03-25,20,False
2018-04-01,0,False
2018-04-08,81,False
2018-04-15,31,False
2018-04-22,21,False
2018-04-29,21,False
2018-05-06,61,False
2018-05-13,31,False
2018-05-20,50,False
2018-05-27,42,False
2018-06-03,83,False
2018-06-10,28,False
2018-06-17,20,False
2018-06-24,29,False
2018-07-01,50,False
2018-07-08,49,False
2018-07-15,30,False
2018-07-22,19,False
2018-07-29,29,False
2018-08-05,19,False
2018-08-12,17,False
2018-08-19,25,False
2018-08-26,35,False
2018-09-02,55,False
2018-09-09,20,False
2018-09-16,29,False
2018-09-23,20,False
2018-09-30,59,False
2018-10-07,21,False
2018-10-14,62,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,40,False
2018-11-11,31,False
2018-11-18,30,False
2018-11-25,20,False
2018-12-02,43,False
2018-12-09,21,False
2018-12-16,42,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,39,False
2019-01-13,19,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,36,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,37,False
2019-03-03,49,False
2019-03-10,18,False
2019-03-17,29,False
2019-03-24,19,False
2019-03-31,37,False
2019-04-07,18,False
2019-04-14,19,False
2019-04-21,39,False
2019-04-28,36,False
2019-05-05,54,False
2019-05-12,18,False
2019-05-19,27,False
2019-05-26,17,False
2019-06-02,19,False
2019-06-09,39,False
2019-06-16,29,False
2019-06-23,0,False
2019-06-30,19,False
2019-07-07,18,False
2019-07-14,27,False
2019-07-21,46,False
2019-07-28,0,False
2019-08-04,36,False
2019-08-11,18,False
2019-08-18,26,False
2019-08-25,18,False
2019-09-01,51,False
2019-09-08,17,False
2019-09-15,34,False
2019-09-22,34,False
2019-09-29,35,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,35,False
2019-11-03,34,False
2019-11-10,34,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,19,False
2019-12-29,0,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,33,False
2020-02-16,25,False
2020-02-23,31,False
2020-03-01,0,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,39,False
2020-04-05,0,False
2020-04-12,43,False
2020-04-19,13,False
2020-04-26,24,True
