date,Gärtnerei,isPartial
2018-01-07,8,False
2018-01-14,6,False
2018-01-21,4,False
2018-01-28,13,False
2018-02-04,8,False
2018-02-11,11,False
2018-02-18,12,False
2018-02-25,15,False
2018-03-04,11,False
2018-03-11,17,False
2018-03-18,11,False
2018-03-25,34,False
2018-04-01,35,False
2018-04-08,40,False
2018-04-15,17,False
2018-04-22,37,False
2018-04-29,32,False
2018-05-06,44,False
2018-05-13,31,False
2018-05-20,25,False
2018-05-27,23,False
2018-06-03,28,False
2018-06-10,17,False
2018-06-17,12,False
2018-06-24,20,False
2018-07-01,13,False
2018-07-08,24,False
2018-07-15,16,False
2018-07-22,18,False
2018-07-29,7,False
2018-08-05,7,False
2018-08-12,9,False
2018-08-19,17,False
2018-08-26,21,False
2018-09-02,16,False
2018-09-09,9,False
2018-09-16,14,False
2018-09-23,10,False
2018-09-30,22,False
2018-10-07,8,False
2018-10-14,23,False
2018-10-21,16,False
2018-10-28,14,False
2018-11-04,7,False
2018-11-11,11,False
2018-11-18,16,False
2018-11-25,9,False
2018-12-02,12,False
2018-12-09,7,False
2018-12-16,6,False
2018-12-23,20,False
2018-12-30,6,False
2019-01-06,8,False
2019-01-13,5,False
2019-01-20,3,False
2019-01-27,10,False
2019-02-03,8,False
2019-02-10,12,False
2019-02-17,10,False
2019-02-24,16,False
2019-03-03,11,False
2019-03-10,19,False
2019-03-17,27,False
2019-03-24,27,False
2019-03-31,38,False
2019-04-07,19,False
2019-04-14,31,False
2019-04-21,26,False
2019-04-28,43,False
2019-05-05,20,False
2019-05-12,30,False
2019-05-19,25,False
2019-05-26,29,False
2019-06-02,26,False
2019-06-09,15,False
2019-06-16,15,False
2019-06-23,5,False
2019-06-30,13,False
2019-07-07,10,False
2019-07-14,17,False
2019-07-21,11,False
2019-07-28,18,False
2019-08-04,12,False
2019-08-11,10,False
2019-08-18,12,False
2019-08-25,20,False
2019-09-01,8,False
2019-09-08,12,False
2019-09-15,14,False
2019-09-22,17,False
2019-09-29,9,False
2019-10-06,16,False
2019-10-13,21,False
2019-10-20,15,False
2019-10-27,16,False
2019-11-03,16,False
2019-11-10,8,False
2019-11-17,20,False
2019-11-24,11,False
2019-12-01,3,False
2019-12-08,10,False
2019-12-15,7,False
2019-12-22,8,False
2019-12-29,12,False
2020-01-05,9,False
2020-01-12,4,False
2020-01-19,5,False
2020-01-26,18,False
2020-02-02,11,False
2020-02-09,13,False
2020-02-16,8,False
2020-02-23,9,False
2020-03-01,13,False
2020-03-08,19,False
2020-03-15,50,False
2020-03-22,53,False
2020-03-29,100,False
2020-04-05,93,False
2020-04-12,66,False
2020-04-19,52,False
2020-04-26,66,False
2020-05-03,52,False
2020-05-10,30,False
2020-05-17,37,False
2020-05-24,29,False
2020-05-31,22,False
2020-06-07,20,False
2020-06-14,22,False
2020-06-21,14,False
2020-06-28,11,False
2020-07-05,17,False
