date,Gärtnerei,isPartial
2018-01-07,8,False
2018-01-14,0,False
2018-01-21,9,False
2018-01-28,8,False
2018-02-04,17,False
2018-02-11,8,False
2018-02-18,8,False
2018-02-25,40,False
2018-03-04,12,False
2018-03-11,25,False
2018-03-18,22,False
2018-03-25,18,False
2018-04-01,19,False
2018-04-08,19,False
2018-04-15,52,False
2018-04-22,37,False
2018-04-29,27,False
2018-05-06,59,False
2018-05-13,40,False
2018-05-20,22,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,8,False
2018-06-17,42,False
2018-06-24,8,False
2018-07-01,16,False
2018-07-08,8,False
2018-07-15,8,False
2018-07-22,16,False
2018-07-29,0,False
2018-08-05,7,False
2018-08-12,12,False
2018-08-19,15,False
2018-08-26,12,False
2018-09-02,0,False
2018-09-09,9,False
2018-09-16,13,False
2018-09-23,18,False
2018-09-30,18,False
2018-10-07,9,False
2018-10-14,9,False
2018-10-21,19,False
2018-10-28,13,False
2018-11-04,9,False
2018-11-11,9,False
2018-11-18,8,False
2018-11-25,27,False
2018-12-02,9,False
2018-12-09,9,False
2018-12-16,9,False
2018-12-23,0,False
2018-12-30,8,False
2019-01-06,8,False
2019-01-13,8,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,13,False
2019-02-17,8,False
2019-02-24,8,False
2019-03-03,12,False
2019-03-10,17,False
2019-03-17,8,False
2019-03-24,13,False
2019-03-31,21,False
2019-04-07,33,False
2019-04-14,18,False
2019-04-21,47,False
2019-04-28,29,False
2019-05-05,36,False
2019-05-12,39,False
2019-05-19,24,False
2019-05-26,12,False
2019-06-02,36,False
2019-06-09,8,False
2019-06-16,8,False
2019-06-23,16,False
2019-06-30,7,False
2019-07-07,18,False
2019-07-14,37,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,11,False
2019-08-11,7,False
2019-08-18,7,False
2019-08-25,7,False
2019-09-01,15,False
2019-09-08,15,False
2019-09-15,8,False
2019-09-22,12,False
2019-09-29,11,False
2019-10-06,8,False
2019-10-13,20,False
2019-10-20,8,False
2019-10-27,8,False
2019-11-03,22,False
2019-11-10,15,False
2019-11-17,11,False
2019-11-24,11,False
2019-12-01,0,False
2019-12-08,8,False
2019-12-15,8,False
2019-12-22,8,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,7,False
2020-01-26,7,False
2020-02-02,13,False
2020-02-09,14,False
2020-02-16,10,False
2020-02-23,6,False
2020-03-01,13,False
2020-03-08,6,False
2020-03-15,44,False
2020-03-22,32,False
2020-03-29,100,False
2020-04-05,69,False
2020-04-12,52,False
2020-04-19,50,False
2020-04-26,75,False
2020-05-03,53,False
2020-05-10,13,False
2020-05-17,48,False
2020-05-24,33,False
2020-05-31,19,False
2020-06-07,13,False
2020-06-14,9,False
2020-06-21,10,False
2020-06-28,12,False
2020-07-05,22,False
