date,Gärtnerei,isPartial
2018-01-07,9,False
2018-01-14,4,False
2018-01-21,5,False
2018-01-28,8,False
2018-02-04,2,False
2018-02-11,4,False
2018-02-18,8,False
2018-02-25,13,False
2018-03-04,7,False
2018-03-11,15,False
2018-03-18,14,False
2018-03-25,15,False
2018-04-01,24,False
2018-04-08,24,False
2018-04-15,22,False
2018-04-22,24,False
2018-04-29,30,False
2018-05-06,45,False
2018-05-13,30,False
2018-05-20,16,False
2018-05-27,19,False
2018-06-03,14,False
2018-06-10,13,False
2018-06-17,19,False
2018-06-24,9,False
2018-07-01,9,False
2018-07-08,15,False
2018-07-15,16,False
2018-07-22,13,False
2018-07-29,8,False
2018-08-05,15,False
2018-08-12,12,False
2018-08-19,10,False
2018-08-26,11,False
2018-09-02,10,False
2018-09-09,16,False
2018-09-16,8,False
2018-09-23,7,False
2018-09-30,8,False
2018-10-07,14,False
2018-10-14,10,False
2018-10-21,17,False
2018-10-28,13,False
2018-11-04,4,False
2018-11-11,7,False
2018-11-18,13,False
2018-11-25,16,False
2018-12-02,9,False
2018-12-09,5,False
2018-12-16,14,False
2018-12-23,6,False
2018-12-30,4,False
2019-01-06,5,False
2019-01-13,7,False
2019-01-20,5,False
2019-01-27,6,False
2019-02-03,11,False
2019-02-10,10,False
2019-02-17,14,False
2019-02-24,14,False
2019-03-03,20,False
2019-03-10,18,False
2019-03-17,15,False
2019-03-24,21,False
2019-03-31,35,False
2019-04-07,23,False
2019-04-14,26,False
2019-04-21,22,False
2019-04-28,25,False
2019-05-05,18,False
2019-05-12,25,False
2019-05-19,27,False
2019-05-26,19,False
2019-06-02,18,False
2019-06-09,13,False
2019-06-16,16,False
2019-06-23,13,False
2019-06-30,11,False
2019-07-07,17,False
2019-07-14,15,False
2019-07-21,7,False
2019-07-28,10,False
2019-08-04,7,False
2019-08-11,11,False
2019-08-18,10,False
2019-08-25,15,False
2019-09-01,10,False
2019-09-08,17,False
2019-09-15,11,False
2019-09-22,18,False
2019-09-29,8,False
2019-10-06,10,False
2019-10-13,16,False
2019-10-20,15,False
2019-10-27,18,False
2019-11-03,13,False
2019-11-10,10,False
2019-11-17,18,False
2019-11-24,13,False
2019-12-01,9,False
2019-12-08,8,False
2019-12-15,9,False
2019-12-22,12,False
2019-12-29,4,False
2020-01-05,6,False
2020-01-12,7,False
2020-01-19,3,False
2020-01-26,10,False
2020-02-02,12,False
2020-02-09,14,False
2020-02-16,12,False
2020-02-23,12,False
2020-03-01,18,False
2020-03-08,18,False
2020-03-15,37,False
2020-03-22,44,False
2020-03-29,100,False
2020-04-05,93,False
2020-04-12,68,False
2020-04-19,50,False
2020-04-26,55,False
2020-05-03,46,False
2020-05-10,34,False
2020-05-17,36,False
2020-05-24,24,False
2020-05-31,15,False
2020-06-07,16,False
2020-06-14,16,False
2020-06-21,16,False
2020-06-28,15,False
2020-07-05,15,False
