date,Gärtnerei,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,21,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,20,False
2018-03-11,20,False
2018-03-18,31,False
2018-03-25,43,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,22,False
2018-04-22,61,False
2018-04-29,21,False
2018-05-06,53,False
2018-05-13,21,False
2018-05-20,21,False
2018-05-27,21,False
2018-06-03,19,False
2018-06-10,18,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,40,False
2018-07-08,19,False
2018-07-15,19,False
2018-07-22,20,False
2018-07-29,0,False
2018-08-05,18,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,28,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,38,False
2018-09-30,19,False
2018-10-07,60,False
2018-10-14,39,False
2018-10-21,38,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,28,False
2018-11-18,18,False
2018-11-25,19,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,18,False
2019-01-13,35,False
2019-01-20,34,False
2019-01-27,35,False
2019-02-03,0,False
2019-02-10,19,False
2019-02-17,0,False
2019-02-24,17,False
2019-03-03,0,False
2019-03-10,35,False
2019-03-17,26,False
2019-03-24,53,False
2019-03-31,27,False
2019-04-07,17,False
2019-04-14,0,False
2019-04-21,54,False
2019-04-28,25,False
2019-05-05,17,False
2019-05-12,16,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,26,False
2019-06-09,17,False
2019-06-16,17,False
2019-06-23,18,False
2019-06-30,17,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,35,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,17,False
2019-08-18,16,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,0,False
2019-09-22,16,False
2019-09-29,0,False
2019-10-06,33,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,63,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,31,False
2019-11-24,0,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,16,False
2019-12-29,0,False
2020-01-05,15,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,14,False
2020-02-02,29,False
2020-02-09,32,False
2020-02-16,15,False
2020-02-23,14,False
2020-03-01,0,False
2020-03-08,13,False
2020-03-15,61,False
2020-03-22,64,False
2020-03-29,100,False
2020-04-05,53,False
2020-04-12,56,False
2020-04-19,43,False
2020-04-26,49,False
2020-05-03,70,False
2020-05-10,31,False
2020-05-17,82,False
2020-05-24,12,False
2020-05-31,25,False
2020-06-07,13,False
2020-06-14,19,False
2020-06-21,27,False
2020-06-28,27,False
2020-07-05,0,False
