date,set,isPartial
2018-01-07,19,False
2018-01-14,39,False
2018-01-21,49,False
2018-01-28,38,False
2018-02-04,18,False
2018-02-11,38,False
2018-02-18,35,False
2018-02-25,34,False
2018-03-04,37,False
2018-03-11,19,False
2018-03-18,18,False
2018-03-25,41,False
2018-04-01,42,False
2018-04-08,59,False
2018-04-15,40,False
2018-04-22,30,False
2018-04-29,30,False
2018-05-06,39,False
2018-05-13,30,False
2018-05-20,38,False
2018-05-27,21,False
2018-06-03,41,False
2018-06-10,58,False
2018-06-17,38,False
2018-06-24,100,False
2018-07-01,20,False
2018-07-08,39,False
2018-07-15,57,False
2018-07-22,55,False
2018-07-29,65,False
2018-08-05,45,False
2018-08-12,29,False
2018-08-19,32,False
2018-08-26,44,False
2018-09-02,28,False
2018-09-09,29,False
2018-09-16,38,False
2018-09-23,99,False
2018-09-30,20,False
2018-10-07,52,False
2018-10-14,31,False
2018-10-21,0,False
2018-10-28,29,False
2018-11-04,58,False
2018-11-11,21,False
2018-11-18,39,False
2018-11-25,19,False
2018-12-02,41,False
2018-12-09,48,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,57,False
2019-01-06,19,False
2019-01-13,28,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,44,False
2019-02-10,36,False
2019-02-17,35,False
2019-02-24,37,False
2019-03-03,40,False
2019-03-10,48,False
2019-03-17,29,False
2019-03-24,20,False
2019-03-31,39,False
2019-04-07,58,False
2019-04-14,21,False
2019-04-21,20,False
2019-04-28,58,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,57,False
2019-05-26,26,False
2019-06-02,40,False
2019-06-09,21,False
2019-06-16,20,False
2019-06-23,52,False
2019-06-30,31,False
2019-07-07,38,False
2019-07-14,60,False
2019-07-21,50,False
2019-07-28,69,False
2019-08-04,75,False
2019-08-11,27,False
2019-08-18,33,False
2019-08-25,66,False
2019-09-01,54,False
2019-09-08,75,False
2019-09-15,36,False
2019-09-22,55,False
2019-09-29,37,False
2019-10-06,56,False
2019-10-13,28,False
2019-10-20,55,False
2019-10-27,27,False
2019-11-03,16,False
2019-11-10,18,False
2019-11-17,26,False
2019-11-24,26,False
2019-12-01,36,False
2019-12-08,18,False
2019-12-15,46,False
2019-12-22,19,False
2019-12-29,27,False
2020-01-05,43,False
2020-01-12,24,False
2020-01-19,42,False
2020-01-26,32,False
2020-02-02,16,False
2020-02-09,49,False
2020-02-16,50,False
2020-02-23,24,False
2020-03-01,46,False
2020-03-08,28,False
2020-03-15,27,False
2020-03-22,42,False
2020-03-29,38,False
2020-04-05,35,False
2020-04-12,35,False
2020-04-19,33,False
2020-04-26,35,True
