date,set,isPartial
2018-01-07,38,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,50,False
2018-02-04,24,False
2018-02-11,37,False
2018-02-18,12,False
2018-02-25,0,False
2018-03-04,36,False
2018-03-11,24,False
2018-03-18,24,False
2018-03-25,13,False
2018-04-01,38,False
2018-04-08,39,False
2018-04-15,25,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,25,False
2018-05-20,37,False
2018-05-27,13,False
2018-06-03,52,False
2018-06-10,84,False
2018-06-17,12,False
2018-06-24,50,False
2018-07-01,50,False
2018-07-08,37,False
2018-07-15,12,False
2018-07-22,59,False
2018-07-29,68,False
2018-08-05,68,False
2018-08-12,11,False
2018-08-19,22,False
2018-08-26,35,False
2018-09-02,73,False
2018-09-09,12,False
2018-09-16,12,False
2018-09-23,48,False
2018-09-30,0,False
2018-10-07,27,False
2018-10-14,100,False
2018-10-21,13,False
2018-10-28,37,False
2018-11-04,12,False
2018-11-11,26,False
2018-11-18,61,False
2018-11-25,49,False
2018-12-02,38,False
2018-12-09,36,False
2018-12-16,39,False
2018-12-23,76,False
2018-12-30,57,False
2019-01-06,34,False
2019-01-13,23,False
2019-01-20,11,False
2019-01-27,12,False
2019-02-03,57,False
2019-02-10,46,False
2019-02-17,47,False
2019-02-24,59,False
2019-03-03,38,False
2019-03-10,24,False
2019-03-17,12,False
2019-03-24,24,False
2019-03-31,74,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,49,False
2019-04-28,59,False
2019-05-05,12,False
2019-05-12,35,False
2019-05-19,48,False
2019-05-26,34,False
2019-06-02,24,False
2019-06-09,0,False
2019-06-16,64,False
2019-06-23,50,False
2019-06-30,26,False
2019-07-07,24,False
2019-07-14,49,False
2019-07-21,12,False
2019-07-28,12,False
2019-08-04,58,False
2019-08-11,11,False
2019-08-18,20,False
2019-08-25,30,False
2019-09-01,74,False
2019-09-08,68,False
2019-09-15,22,False
2019-09-22,68,False
2019-09-29,11,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,79,False
2019-10-27,44,False
2019-11-03,11,False
2019-11-10,55,False
2019-11-17,34,False
2019-11-24,53,False
2019-12-01,34,False
2019-12-08,46,False
2019-12-15,23,False
2019-12-22,56,False
2019-12-29,21,False
2020-01-05,54,False
2020-01-12,21,False
2020-01-19,32,False
2020-01-26,20,False
2020-02-02,49,False
2020-02-09,10,False
2020-02-16,11,False
2020-02-23,19,False
2020-03-01,49,False
2020-03-08,9,False
2020-03-15,43,False
2020-03-22,39,False
2020-03-29,41,False
2020-04-05,18,False
2020-04-12,53,False
2020-04-19,65,False
2020-04-26,15,True
