date,Manitas,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,100,False
2018-01-28,38,False
2018-02-04,51,False
2018-02-11,26,False
2018-02-18,39,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,40,False
2018-04-01,24,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,37,False
2018-04-29,38,False
2018-05-06,24,False
2018-05-13,26,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,47,False
2018-06-10,23,False
2018-06-17,26,False
2018-06-24,24,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,50,False
2018-08-05,23,False
2018-08-12,36,False
2018-08-19,37,False
2018-08-26,25,False
2018-09-02,49,False
2018-09-09,38,False
2018-09-16,74,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,38,False
2018-10-14,25,False
2018-10-21,75,False
2018-10-28,50,False
2018-11-04,0,False
2018-11-11,63,False
2018-11-18,35,False
2018-11-25,24,False
2018-12-02,38,False
2018-12-09,75,False
2018-12-16,24,False
2018-12-23,29,False
2018-12-30,28,False
2019-01-06,50,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,46,False
2019-02-03,24,False
2019-02-10,49,False
2019-02-17,98,False
2019-02-24,61,False
2019-03-03,0,False
2019-03-10,62,False
2019-03-17,0,False
2019-03-24,50,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,23,False
2019-04-28,24,False
2019-05-05,23,False
2019-05-12,24,False
2019-05-19,36,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,46,False
2019-06-16,0,False
2019-06-23,48,False
2019-06-30,35,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,49,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,45,False
2019-08-25,34,False
2019-09-01,23,False
2019-09-08,35,False
2019-09-15,22,False
2019-09-22,45,False
2019-09-29,33,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,44,False
2019-10-27,22,False
2019-11-03,32,False
2019-11-10,21,False
2019-11-17,22,False
2019-11-24,21,False
2019-12-01,46,False
2019-12-08,22,False
2019-12-15,32,False
2019-12-22,23,False
2019-12-29,23,False
2020-01-05,44,False
2020-01-12,20,False
2020-01-19,32,False
2020-01-26,20,False
2020-02-02,31,False
2020-02-09,41,False
2020-02-16,21,False
2020-02-23,42,False
2020-03-01,40,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,36,False
2020-04-05,37,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,43,False
2020-05-03,17,False
2020-05-10,37,False
2020-05-17,23,True
