date,Manitas,isPartial
2018-01-07,71,False
2018-01-14,38,False
2018-01-21,84,False
2018-01-28,48,False
2018-02-04,69,False
2018-02-11,42,False
2018-02-18,38,False
2018-02-25,65,False
2018-03-04,100,False
2018-03-11,46,False
2018-03-18,28,False
2018-03-25,51,False
2018-04-01,29,False
2018-04-08,54,False
2018-04-15,58,False
2018-04-22,44,False
2018-04-29,57,False
2018-05-06,56,False
2018-05-13,38,False
2018-05-20,38,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,46,False
2018-07-01,47,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,32,False
2018-07-29,33,False
2018-08-05,32,False
2018-08-12,50,False
2018-08-19,32,False
2018-08-26,91,False
2018-09-02,0,False
2018-09-09,49,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,29,False
2018-10-07,60,False
2018-10-14,28,False
2018-10-21,77,False
2018-10-28,68,False
2018-11-04,55,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,42,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,58,False
2018-12-23,64,False
2018-12-30,31,False
2019-01-06,84,False
2019-01-13,27,False
2019-01-20,26,False
2019-01-27,41,False
2019-02-03,65,False
2019-02-10,42,False
2019-02-17,28,False
2019-02-24,46,False
2019-03-03,43,False
2019-03-10,57,False
2019-03-17,0,False
2019-03-24,49,False
2019-03-31,56,False
2019-04-07,68,False
2019-04-14,62,False
2019-04-21,42,False
2019-04-28,28,False
2019-05-05,28,False
2019-05-12,42,False
2019-05-19,46,False
2019-05-26,27,False
2019-06-02,40,False
2019-06-09,0,False
2019-06-16,29,False
2019-06-23,30,False
2019-06-30,31,False
2019-07-07,30,False
2019-07-14,78,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,64,False
2019-08-11,64,False
2019-08-18,59,False
2019-08-25,41,False
2019-09-01,27,False
2019-09-08,37,False
2019-09-15,27,False
2019-09-22,46,False
2019-09-29,63,False
2019-10-06,75,False
2019-10-13,39,False
2019-10-20,95,False
2019-10-27,43,False
2019-11-03,90,False
2019-11-10,66,False
2019-11-17,34,False
2019-11-24,49,False
2019-12-01,52,False
2019-12-08,70,False
2019-12-15,77,False
2019-12-22,68,False
2019-12-29,40,False
2020-01-05,51,False
2020-01-12,23,False
2020-01-19,39,False
2020-01-26,48,False
2020-02-02,57,False
2020-02-09,61,False
2020-02-16,84,False
2020-02-23,38,False
2020-03-01,30,False
2020-03-08,52,False
2020-03-15,35,False
2020-03-22,49,False
2020-03-29,39,False
2020-04-05,28,False
2020-04-12,40,False
2020-04-19,53,False
2020-04-26,47,False
2020-05-03,33,False
2020-05-10,33,False
2020-05-17,97,True
