date,Manitas,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,27,False
2018-02-11,29,False
2018-02-18,0,False
2018-02-25,55,False
2018-03-04,54,False
2018-03-11,27,False
2018-03-18,39,False
2018-03-25,28,False
2018-04-01,52,False
2018-04-08,47,False
2018-04-15,51,False
2018-04-22,40,False
2018-04-29,23,False
2018-05-06,0,False
2018-05-13,23,False
2018-05-20,22,False
2018-05-27,21,False
2018-06-03,31,False
2018-06-10,20,False
2018-06-17,21,False
2018-06-24,42,False
2018-07-01,27,False
2018-07-08,20,False
2018-07-15,30,False
2018-07-22,19,False
2018-07-29,28,False
2018-08-05,0,False
2018-08-12,18,False
2018-08-19,39,False
2018-08-26,20,False
2018-09-02,40,False
2018-09-09,0,False
2018-09-16,41,False
2018-09-23,21,False
2018-09-30,32,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,36,False
2018-10-28,34,False
2018-11-04,26,False
2018-11-11,55,False
2018-11-18,40,False
2018-11-25,28,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,30,False
2018-12-23,35,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,42,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,55,False
2019-02-10,56,False
2019-02-17,37,False
2019-02-24,28,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,54,False
2019-03-31,100,False
2019-04-07,33,False
2019-04-14,0,False
2019-04-21,35,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,21,False
2019-06-02,20,False
2019-06-09,0,False
2019-06-16,20,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,0,False
2019-07-14,19,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,18,False
2019-08-11,18,False
2019-08-18,18,False
2019-08-25,18,False
2019-09-01,36,False
2019-09-08,26,False
2019-09-15,18,False
2019-09-22,25,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,20,False
2019-10-20,30,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,34,False
2019-11-17,35,False
2019-11-24,24,False
2019-12-01,37,False
2019-12-08,51,False
2019-12-15,24,False
2019-12-22,29,False
2019-12-29,0,False
2020-01-05,50,False
2020-01-12,35,False
2020-01-19,23,False
2020-01-26,47,False
2020-02-02,35,False
2020-02-09,34,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,21,False
2020-03-08,21,False
2020-03-15,32,False
2020-03-22,18,False
2020-03-29,24,False
2020-04-05,30,False
2020-04-12,20,False
2020-04-19,30,False
2020-04-26,38,False
2020-05-03,0,False
2020-05-10,32,False
2020-05-17,25,True
