date,camicie uomo,isPartial
2018-01-07,100,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,29,False
2018-02-04,38,False
2018-02-11,19,False
2018-02-18,47,False
2018-02-25,18,False
2018-03-04,38,False
2018-03-11,66,False
2018-03-18,50,False
2018-03-25,40,False
2018-04-01,43,False
2018-04-08,20,False
2018-04-15,50,False
2018-04-22,62,False
2018-04-29,20,False
2018-05-06,48,False
2018-05-13,20,False
2018-05-20,40,False
2018-05-27,30,False
2018-06-03,39,False
2018-06-10,29,False
2018-06-17,58,False
2018-06-24,40,False
2018-07-01,19,False
2018-07-08,39,False
2018-07-15,20,False
2018-07-22,70,False
2018-07-29,42,False
2018-08-05,67,False
2018-08-12,24,False
2018-08-19,22,False
2018-08-26,20,False
2018-09-02,38,False
2018-09-09,0,False
2018-09-16,19,False
2018-09-23,38,False
2018-09-30,39,False
2018-10-07,59,False
2018-10-14,40,False
2018-10-21,40,False
2018-10-28,49,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,57,False
2018-11-25,57,False
2018-12-02,30,False
2018-12-09,40,False
2018-12-16,63,False
2018-12-23,63,False
2018-12-30,24,False
2019-01-06,51,False
2019-01-13,19,False
2019-01-20,95,False
2019-01-27,0,False
2019-02-03,48,False
2019-02-10,39,False
2019-02-17,39,False
2019-02-24,39,False
2019-03-03,50,False
2019-03-10,20,False
2019-03-17,58,False
2019-03-24,20,False
2019-03-31,39,False
2019-04-07,77,False
2019-04-14,71,False
2019-04-21,34,False
2019-04-28,0,False
2019-05-05,29,False
2019-05-12,18,False
2019-05-19,19,False
2019-05-26,27,False
2019-06-02,40,False
2019-06-09,49,False
2019-06-16,49,False
2019-06-23,41,False
2019-06-30,80,False
2019-07-07,36,False
2019-07-14,38,False
2019-07-21,20,False
2019-07-28,39,False
2019-08-04,53,False
2019-08-11,23,False
2019-08-18,69,False
2019-08-25,0,False
2019-09-01,34,False
2019-09-08,45,False
2019-09-15,53,False
2019-09-22,17,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,46,False
2019-10-20,80,False
2019-10-27,36,False
2019-11-03,17,False
2019-11-10,52,False
2019-11-17,44,False
2019-11-24,34,False
2019-12-01,36,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,44,False
2019-12-29,21,False
2020-01-05,36,False
2020-01-12,33,False
2020-01-19,33,False
2020-01-26,16,False
2020-02-02,33,False
2020-02-09,34,False
2020-02-16,50,False
2020-02-23,62,False
2020-03-01,15,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,15,False
2020-04-12,46,False
2020-04-19,36,False
2020-04-26,0,True
