date,camicie uomo,isPartial
2018-01-07,28,False
2018-01-14,0,False
2018-01-21,74,False
2018-01-28,19,False
2018-02-04,18,False
2018-02-11,19,False
2018-02-18,57,False
2018-02-25,19,False
2018-03-04,29,False
2018-03-11,20,False
2018-03-18,50,False
2018-03-25,85,False
2018-04-01,33,False
2018-04-08,29,False
2018-04-15,39,False
2018-04-22,31,False
2018-04-29,60,False
2018-05-06,20,False
2018-05-13,40,False
2018-05-20,60,False
2018-05-27,62,False
2018-06-03,31,False
2018-06-10,55,False
2018-06-17,39,False
2018-06-24,19,False
2018-07-01,100,False
2018-07-08,20,False
2018-07-15,61,False
2018-07-22,39,False
2018-07-29,19,False
2018-08-05,55,False
2018-08-12,38,False
2018-08-19,18,False
2018-08-26,28,False
2018-09-02,38,False
2018-09-09,39,False
2018-09-16,37,False
2018-09-23,28,False
2018-09-30,19,False
2018-10-07,19,False
2018-10-14,58,False
2018-10-21,69,False
2018-10-28,38,False
2018-11-04,49,False
2018-11-11,20,False
2018-11-18,40,False
2018-11-25,30,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,21,False
2018-12-23,23,False
2018-12-30,20,False
2019-01-06,19,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,19,False
2019-02-03,0,False
2019-02-10,56,False
2019-02-17,56,False
2019-02-24,38,False
2019-03-03,30,False
2019-03-10,19,False
2019-03-17,38,False
2019-03-24,19,False
2019-03-31,19,False
2019-04-07,57,False
2019-04-14,19,False
2019-04-21,40,False
2019-04-28,57,False
2019-05-05,0,False
2019-05-12,55,False
2019-05-19,37,False
2019-05-26,35,False
2019-06-02,47,False
2019-06-09,39,False
2019-06-16,61,False
2019-06-23,19,False
2019-06-30,70,False
2019-07-07,39,False
2019-07-14,57,False
2019-07-21,39,False
2019-07-28,48,False
2019-08-04,47,False
2019-08-11,29,False
2019-08-18,36,False
2019-08-25,52,False
2019-09-01,42,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,36,False
2019-09-29,37,False
2019-10-06,63,False
2019-10-13,19,False
2019-10-20,0,False
2019-10-27,18,False
2019-11-03,35,False
2019-11-10,19,False
2019-11-17,47,False
2019-11-24,55,False
2019-12-01,38,False
2019-12-08,57,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,29,False
2020-01-05,28,False
2020-01-12,27,False
2020-01-19,18,False
2020-01-26,18,False
2020-02-02,17,False
2020-02-09,27,False
2020-02-16,0,False
2020-02-23,35,False
2020-03-01,25,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,44,False
2020-04-05,38,False
2020-04-12,47,False
2020-04-19,44,False
2020-04-26,25,True
