date,camicie uomo,isPartial
2018-01-07,45,False
2018-01-14,45,False
2018-01-21,0,False
2018-01-28,43,False
2018-02-04,43,False
2018-02-11,44,False
2018-02-18,42,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,87,False
2018-03-18,86,False
2018-03-25,46,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,46,False
2018-05-06,44,False
2018-05-13,44,False
2018-05-20,90,False
2018-05-27,0,False
2018-06-03,45,False
2018-06-10,0,False
2018-06-17,44,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,44,False
2018-08-05,0,False
2018-08-12,65,False
2018-08-19,44,False
2018-08-26,41,False
2018-09-02,0,False
2018-09-09,44,False
2018-09-16,44,False
2018-09-23,44,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,69,False
2018-10-21,92,False
2018-10-28,45,False
2018-11-04,44,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,0,False
2018-12-02,92,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,100,False
2018-12-30,92,False
2019-01-06,41,False
2019-01-13,0,False
2019-01-20,40,False
2019-01-27,0,False
2019-02-03,40,False
2019-02-10,41,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,41,False
2019-03-17,84,False
2019-03-24,61,False
2019-03-31,41,False
2019-04-07,41,False
2019-04-14,64,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,0,False
2019-05-12,38,False
2019-05-19,59,False
2019-05-26,74,False
2019-06-02,62,False
2019-06-09,83,False
2019-06-16,41,False
2019-06-23,0,False
2019-06-30,42,False
2019-07-07,38,False
2019-07-14,82,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,74,False
2019-09-01,37,False
2019-09-08,0,False
2019-09-15,39,False
2019-09-22,77,False
2019-09-29,0,False
2019-10-06,78,False
2019-10-13,0,False
2019-10-20,75,False
2019-10-27,0,False
2019-11-03,37,False
2019-11-10,38,False
2019-11-17,38,False
2019-11-24,74,False
2019-12-01,57,False
2019-12-08,0,False
2019-12-15,40,False
2019-12-22,89,False
2019-12-29,85,False
2020-01-05,37,False
2020-01-12,0,False
2020-01-19,35,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,73,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,31,False
2020-03-22,0,False
2020-03-29,30,False
2020-04-05,0,False
2020-04-12,31,False
2020-04-19,0,False
2020-04-26,0,True
