date,camicie uomo,isPartial
2018-01-07,32,False
2018-01-14,31,False
2018-01-21,95,False
2018-01-28,31,False
2018-02-04,30,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,49,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,32,False
2018-05-13,64,False
2018-05-20,32,False
2018-05-27,68,False
2018-06-03,33,False
2018-06-10,46,False
2018-06-17,61,False
2018-06-24,61,False
2018-07-01,0,False
2018-07-08,60,False
2018-07-15,63,False
2018-07-22,57,False
2018-07-29,42,False
2018-08-05,27,False
2018-08-12,0,False
2018-08-19,44,False
2018-08-26,53,False
2018-09-02,0,False
2018-09-09,100,False
2018-09-16,67,False
2018-09-23,33,False
2018-09-30,31,False
2018-10-07,67,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,64,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,35,False
2018-12-09,67,False
2018-12-16,53,False
2018-12-23,36,False
2018-12-30,0,False
2019-01-06,32,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,63,False
2019-03-03,34,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,67,False
2019-04-28,33,False
2019-05-05,65,False
2019-05-12,97,False
2019-05-19,65,False
2019-05-26,61,False
2019-06-02,100,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,49,False
2019-06-30,0,False
2019-07-07,48,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,59,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,39,False
2019-09-01,29,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,66,False
2019-09-29,66,False
2019-10-06,49,False
2019-10-13,0,False
2019-10-20,33,False
2019-10-27,34,False
2019-11-03,0,False
2019-11-10,49,False
2019-11-17,67,False
2019-11-24,0,False
2019-12-01,34,False
2019-12-08,34,False
2019-12-15,33,False
2019-12-22,0,False
2019-12-29,65,False
2020-01-05,0,False
2020-01-12,30,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,31,False
2020-02-16,0,False
2020-02-23,28,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,22,False
2020-03-29,24,False
2020-04-05,25,False
2020-04-12,26,False
2020-04-19,0,False
2020-04-26,84,True
