date,camicie uomo,isPartial
2018-01-07,48,False
2018-01-14,48,False
2018-01-21,29,False
2018-01-28,75,False
2018-02-04,48,False
2018-02-11,19,False
2018-02-18,40,False
2018-02-25,0,False
2018-03-04,50,False
2018-03-11,49,False
2018-03-18,0,False
2018-03-25,21,False
2018-04-01,65,False
2018-04-08,42,False
2018-04-15,76,False
2018-04-22,66,False
2018-04-29,74,False
2018-05-06,62,False
2018-05-13,20,False
2018-05-20,51,False
2018-05-27,52,False
2018-06-03,52,False
2018-06-10,100,False
2018-06-17,31,False
2018-06-24,21,False
2018-07-01,20,False
2018-07-08,61,False
2018-07-15,72,False
2018-07-22,52,False
2018-07-29,41,False
2018-08-05,32,False
2018-08-12,46,False
2018-08-19,21,False
2018-08-26,39,False
2018-09-02,39,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,41,False
2018-09-30,41,False
2018-10-07,53,False
2018-10-14,43,False
2018-10-21,31,False
2018-10-28,0,False
2018-11-04,30,False
2018-11-11,63,False
2018-11-18,20,False
2018-11-25,62,False
2018-12-02,54,False
2018-12-09,76,False
2018-12-16,67,False
2018-12-23,62,False
2018-12-30,44,False
2019-01-06,40,False
2019-01-13,30,False
2019-01-20,48,False
2019-01-27,47,False
2019-02-03,19,False
2019-02-10,38,False
2019-02-17,19,False
2019-02-24,58,False
2019-03-03,40,False
2019-03-10,20,False
2019-03-17,30,False
2019-03-24,71,False
2019-03-31,19,False
2019-04-07,20,False
2019-04-14,20,False
2019-04-21,51,False
2019-04-28,76,False
2019-05-05,28,False
2019-05-12,64,False
2019-05-19,46,False
2019-05-26,36,False
2019-06-02,69,False
2019-06-09,59,False
2019-06-16,58,False
2019-06-23,50,False
2019-06-30,39,False
2019-07-07,40,False
2019-07-14,0,False
2019-07-21,82,False
2019-07-28,31,False
2019-08-04,21,False
2019-08-11,68,False
2019-08-18,31,False
2019-08-25,47,False
2019-09-01,36,False
2019-09-08,39,False
2019-09-15,39,False
2019-09-22,67,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,56,False
2019-10-20,18,False
2019-10-27,37,False
2019-11-03,27,False
2019-11-10,36,False
2019-11-17,45,False
2019-11-24,63,False
2019-12-01,28,False
2019-12-08,66,False
2019-12-15,65,False
2019-12-22,43,False
2019-12-29,31,False
2020-01-05,99,False
2020-01-12,42,False
2020-01-19,18,False
2020-01-26,17,False
2020-02-02,43,False
2020-02-09,26,False
2020-02-16,43,False
2020-02-23,17,False
2020-03-01,24,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,22,False
2020-03-29,45,False
2020-04-05,0,False
2020-04-12,24,False
2020-04-19,31,False
2020-04-26,53,True
