date,Rosengarten,isPartial
2018-01-07,20,False
2018-01-14,35,False
2018-01-21,51,False
2018-01-28,56,False
2018-02-04,37,False
2018-02-11,24,False
2018-02-18,24,False
2018-02-25,20,False
2018-03-04,43,False
2018-03-11,23,False
2018-03-18,16,False
2018-03-25,41,False
2018-04-01,53,False
2018-04-08,79,False
2018-04-15,63,False
2018-04-22,62,False
2018-04-29,66,False
2018-05-06,72,False
2018-05-13,68,False
2018-05-20,76,False
2018-05-27,68,False
2018-06-03,41,False
2018-06-10,67,False
2018-06-17,65,False
2018-06-24,33,False
2018-07-01,53,False
2018-07-08,35,False
2018-07-15,40,False
2018-07-22,61,False
2018-07-29,43,False
2018-08-05,31,False
2018-08-12,25,False
2018-08-19,74,False
2018-08-26,16,False
2018-09-02,62,False
2018-09-09,45,False
2018-09-16,44,False
2018-09-23,41,False
2018-09-30,50,False
2018-10-07,26,False
2018-10-14,60,False
2018-10-21,45,False
2018-10-28,36,False
2018-11-04,58,False
2018-11-11,52,False
2018-11-18,51,False
2018-11-25,15,False
2018-12-02,44,False
2018-12-09,36,False
2018-12-16,50,False
2018-12-23,46,False
2018-12-30,50,False
2019-01-06,38,False
2019-01-13,23,False
2019-01-20,22,False
2019-01-27,49,False
2019-02-03,43,False
2019-02-10,51,False
2019-02-17,40,False
2019-02-24,31,False
2019-03-03,34,False
2019-03-10,42,False
2019-03-17,59,False
2019-03-24,63,False
2019-03-31,63,False
2019-04-07,26,False
2019-04-14,43,False
2019-04-21,34,False
2019-04-28,34,False
2019-05-05,34,False
2019-05-12,38,False
2019-05-19,66,False
2019-05-26,82,False
2019-06-02,77,False
2019-06-09,57,False
2019-06-16,64,False
2019-06-23,50,False
2019-06-30,65,False
2019-07-07,74,False
2019-07-14,44,False
2019-07-21,28,False
2019-07-28,100,False
2019-08-04,26,False
2019-08-11,44,False
2019-08-18,58,False
2019-08-25,39,False
2019-09-01,48,False
2019-09-08,66,False
2019-09-15,31,False
2019-09-22,42,False
2019-09-29,57,False
2019-10-06,59,False
2019-10-13,53,False
2019-10-20,33,False
2019-10-27,41,False
2019-11-03,22,False
2019-11-10,33,False
2019-11-17,11,False
2019-11-24,32,False
2019-12-01,48,False
2019-12-08,47,False
2019-12-15,64,False
2019-12-22,58,False
2019-12-29,51,False
2020-01-05,38,False
2020-01-12,56,False
2020-01-19,63,False
2020-01-26,52,False
2020-02-02,56,False
2020-02-09,78,False
2020-02-16,46,False
2020-02-23,37,False
2020-03-01,58,False
2020-03-08,32,False
2020-03-15,33,False
2020-03-22,25,False
2020-03-29,10,False
2020-04-05,25,False
2020-04-12,27,False
2020-04-19,26,False
2020-04-26,37,False
2020-05-03,35,False
2020-05-10,39,False
2020-05-17,42,False
2020-05-24,64,False
2020-05-31,66,False
2020-06-07,48,False
2020-06-14,60,False
2020-06-21,39,False
2020-06-28,52,False
2020-07-05,47,False
