date,Flamenco,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,72,False
2018-02-04,54,False
2018-02-11,18,False
2018-02-18,17,False
2018-02-25,0,False
2018-03-04,18,False
2018-03-11,18,False
2018-03-18,19,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,18,False
2018-04-15,37,False
2018-04-22,0,False
2018-04-29,18,False
2018-05-06,36,False
2018-05-13,18,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,18,False
2018-06-10,72,False
2018-06-17,0,False
2018-06-24,56,False
2018-07-01,18,False
2018-07-08,36,False
2018-07-15,37,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,41,False
2018-08-12,22,False
2018-08-19,20,False
2018-08-26,18,False
2018-09-02,18,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,36,False
2018-09-30,55,False
2018-10-07,37,False
2018-10-14,37,False
2018-10-21,55,False
2018-10-28,36,False
2018-11-04,34,False
2018-11-11,18,False
2018-11-18,35,False
2018-11-25,18,False
2018-12-02,18,False
2018-12-09,37,False
2018-12-16,39,False
2018-12-23,23,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,18,False
2019-01-20,36,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,0,False
2019-03-03,19,False
2019-03-10,56,False
2019-03-17,0,False
2019-03-24,37,False
2019-03-31,0,False
2019-04-07,36,False
2019-04-14,38,False
2019-04-21,41,False
2019-04-28,19,False
2019-05-05,36,False
2019-05-12,85,False
2019-05-19,17,False
2019-05-26,0,False
2019-06-02,55,False
2019-06-09,18,False
2019-06-16,18,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,34,False
2019-07-14,35,False
2019-07-21,36,False
2019-07-28,18,False
2019-08-04,98,False
2019-08-11,21,False
2019-08-18,37,False
2019-08-25,0,False
2019-09-01,16,False
2019-09-08,100,False
2019-09-15,49,False
2019-09-22,33,False
2019-09-29,17,False
2019-10-06,51,False
2019-10-13,68,False
2019-10-20,33,False
2019-10-27,0,False
2019-11-03,32,False
2019-11-10,16,False
2019-11-17,48,False
2019-11-24,48,False
2019-12-01,17,False
2019-12-08,34,False
2019-12-15,17,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,30,False
2020-01-19,46,False
2020-01-26,31,False
2020-02-02,30,False
2020-02-09,16,False
2020-02-16,15,False
2020-02-23,0,False
2020-03-01,29,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,26,False
2020-03-29,40,False
2020-04-05,29,False
2020-04-12,14,False
2020-04-19,27,False
2020-04-26,23,True
